:ID,mergeConfidence,mergedFrom,taskDate,taskName,:LABEL
tk3289,,,,centralize feedback via shared online sheet,Task
tk3290,,,,double-check institutional and funding attributions,Task
tk3579,,,,,Task
tk3580,,,,,Task
tk3582,,,,,Task
tk2503,,,,monitoring participant responses post-dissemination of the pre-event communication,Task
tk2504,,,,reviewing entries in the “Pre-Event_Comm_2022/Responses” log,Task
tk2505,,,,distilling key concerns from the log and drafting response templates,Task
tk2506,,,,finalizing Q&A strategy and confirming moderation roles,Task
tk1718,,,,,Task
tk1719,,,2023-07-30,"meeting on Tuesday, 30 July at 4:00 PM IST",Task
tk1720,,,,,Task
tk1721,,,,,Task
tk1722,,,,,Task
tk1692,,,,technical compatibility checks,Task
tk1694,,,,audio/video synchronization verification,Task
tk1695,,,,Q&A handout visibility verification,Task
tk1696,,,,establishing a secondary Zoom room,Task
tk3947,,,2023-05-06,preparing the final pre-submission checklist,Task
tk3948,0.8309,"['tk184', 'tk205']",2023-05-06,integrating the latest feedback into the manuscript and shared documentation (implementing feedback),Task
tk3949,,,2023-05-06,reviewing the JOCCH_SubmissionChecklist_v6May.xlsx,Task
tk3950,,,2023-05-11,final Zoom check-in,Task
tk4010,0.9203,['tk4013'],,preparation of technical note on compliance management for historical NLP resources (drafting a technical note on compliance management for historical NLP resources),Task
tk4011,,,,contacting editors of relevant digital humanities newsletters or ACM SIG groups,Task
tk4012,,,,earmarking a virtual seminar later this autumn (October/November),Task
tk1026,,,2021-07-11,review galley proofs,Task
tk1027,,,2021-07-11,return corrections or formal approval,Task
tk1028,,,2023-06-20,review of galley proofs and supplementary materials,Task
tk1029,,,2023-07-11,aggregate additional feedback,Task
tk1030,,,2023-07-11,compile final list of corrections,Task
tk1031,,,2023-07-11,send corrections to editorial office,Task
tk2705,,,yesterday,refinement of reviewer response draft,Task
tk2706,0.7908,"['tk2678', 'tk2681']",yesterday,compile supporting materials for potential reviewer queries (supplementary artifact preparation),Task
tk2707,0.8289,['tk2694'],yesterday,generalizability argument,Task
tk2708,,,2022-07-21,update assigned sections,Task
tk2709,,,2022-07-21,circulate updated artifact examples,Task
tk2710,,,2022-07-21,review for double-blind compliance,Task
tk2711,,,2022-07-21,finalize generalizability/technical discussion segments,Task
tk2712,,,2022-07-21,upload updates and contributions,Task
tk3662,,,2023-01-10,integration of recent JDoc and ACM JOCCH case studies,Task
tk3663,,,2023-01-10,uploading preliminary draft to shared folder,Task
tk3664,,,2023-01-11,confirming reference formatting,Task
tk3665,,,2023-01-14,finalizing and sharing draft section,Task
tk3349,,,,compiling and sharing the draft outline of Project Retrospective & Workflow Reference,Task
tk3350,,,,reviewing the outline and adding initial comments,Task
tk3351,,,,providing preliminary input on content flow or reviewing draft once uploaded,Task
tk3352,,,,building a Roles & Responsibilities matrix,Task
tk3353,,,,contributing points regarding inter-institutional coordination and mandatory compliance topics,Task
tk3355,,,,consolidating preferences and circulating a final time and Zoom link for the review meeting,Task
tk2238,,,2022-04-04,integrating NDAI user feedback and visualization updates,Task
tk2239,,,2022-04-04,preparing infographic summaries,Task
tk2240,,,2022-04-04,reviewing Oxford draft press note,Task
tk2241,,,2022-04-08,internal rehearsal via Zoom,Task
tk1039,,,,adjust alignment of Table 1's final column,Task
tk1040,,,,correct Dr. Michael Bradley’s institutional email,Task
tk1041,,,,enhance visual distinction for supplementary material reference,Task
tk1042,,,,remove stray hyphen in 'Domain Adaptation Results' section,Task
tk2103,,,,,Task
tk2104,,,within the next three working days,editorial checks for print formatting and compliance,Task
tk2163,,,2020-08-18,timely forwarding of the “all-clear” notification and finalized JCDL 2022 press release,Task
tk2164,,,2022-03-21,"supplementing the press release with additional visual assets, project summaries, or direct quotes",Task
tk4187,,,,revision task division,Task
tk4191,,,,annotation reliability clarification,Task
tk4192,,,,space restrictions for expanded methodological subsection,Task
tk4193,,,,color schema for new visualizations,Task
tk4194,,,,recent clauses in India's Data Protection Bill,Task
tk4196,,,,coordinated push toward November deadline,Task
tk102,0.8823,['tk93'],2019-04-28,review interpretability findings (Interpretability Memo Review),Task
tk103,,,2019-04-28,Human Annotation Pilot,Task
tk104,,,2019-04-28,Baseline Model Configuration,Task
tk105,,,2019-04-28,Evaluation Metrics & Protocols,Task
tk106,,,2019-04-28,Authorship & Task Distribution,Task
tk107,,,2019-04-28,Draft Timeline,Task
tk108,,,2019-05-05,Prepare annotation instructions and contact digital historians,Task
tk109,,,2019-05-04,Upload baseline model config and preliminary results,Task
tk110,,,2019-05-05,Review interpretability memo and provide feedback,Task
tk537,,,2023-04-17,finalizing drafts,Task
tk538,,,2023-04-18,harmonizing full extended outline,Task
tk3816,,,2023-03-25,review and sign off on the 'Mixed-Script Decisions' tab,Task
tk3817,,,2023-03-25,resolve minor items,Task
tk3818,,,2023-03-23,final repository audit,Task
tk3819,,,2023-03-25,update citation in line 336,Task
tk3820,,,2023-03-23,set 'Last Updated' field in supplementary package,Task
tk3821,,,2023-03-25,cross-check each compliance item,Task
tk3822,,,2023-03-25,upload full camera-ready package,Task
tk3823,,,2023-03-25,address any last-minute portal issues,Task
tk3247,,,2021-06-02,update Data Availability and licensing segments,Task
tk3248,0.7828,"['tk1639', 'tk3252', 'tk3255', 'tk3264', 'tk3287', 'tk423', 'tk4261']",2021-06-06,enhancing figure legends and supporting documentation (refine figure legends),Task
tk3249,,,2021-06-07,review revised manuscript,Task
tk3250,,,2021-06-08,internal approval,Task
tk2360,,,2023-05-07,draft blog post,Task
tk2361,,,2023-05-14,assemble tabulated results and qualitative notes,Task
tk2362,,,,sketch initial agenda and logistical options for the outreach tutorial,Task
tk2363,,,2023-06-10,team call,Task
tk2819,,,2023-08-19,review section transitions,Task
tk2820,,,2023-08-18,finalize datasets table,Task
tk2295,,,,finalizing biographical statements,Task
tk2296,,,,collectively reviewing the session summary and asset checklist,Task
tk1794,0.7757,['tk1801'],2023-08-20,finalize Hindi and Urdu case study vignettes,Task
tk1796,,,2023-08-19,review 'lessons learned' summaries,Task
tk1797,,,2023-08-19,ensure terminological consistency,Task
tk1798,,,2023-08-20,confirm readiness for manuscript integration,Task
tk1800,,,2023-08-20,finalize supplementary file captions/references,Task
tk1308,,,N/A,Set up Overleaf project,Task
tk1309,,,N/A,Develop Introduction section,Task
tk1310,,,N/A,Develop Evaluation Method section,Task
tk1311,,,N/A,Contribute to paper,Task
tk1312,,,N/A,Provide feedback on paper,Task
tk1313,,,N/A,Upload draft features matrix,Task
tk1314,,,N/A,Upload author instructions document,Task
tk1315,,,N/A,Provide IACS library support,Task
tk1316,,,N/A,Summarize Oxford/UK dual-publishing practices,Task
tk2356,,,2020-09-30,Blog Post Draft,Task
tk2358,,,2023-05-07,workshop planning,Task
tk2359,,,2020-06-10,Meeting Coordination,Task
tk2684,,,,preparing and reviewing the Reviewer_Support_JOCCH2022 folder,Task
tk2685,0.8341,['tk3694'],,anticipating possible queries during the review process (rehearsing possible reviewer queries),Task
tk229,,,,exploration of cross-lingual generalization,Task
tk230,,,2023-08-01 to 2023-08-05,debrief meeting,Task
tk2437,,,2022-05-17,Final feedback on materials,Task
tk2438,,,2022-05-18,Outreach & Registration Launch,Task
tk2439,,,2022-05-19,Demo Prep,Task
tk3425,,,2023-10-24,reproducibility of compliance workflows,Task
tk3426,,,2023-10-24,expand dataset index and licensing coverage,Task
tk3427,,,2023-10-24,experimental evaluation,Task
tk3429,,,2023-10-25,internal review and harmonization,Task
tk3430,,,2023-11-01,prepare point-by-point response to reviewers,Task
tk3431,,,2023-11-06,peer sign-off and final integration,Task
tk3432,,,2023-11-15,target resubmission,Task
tk2194,,,18:00 PT,annotating the review document,Task
tk3450,,,2023-10-16,initiate compliance workflow crosswalk table,Task
tk3451,,,2023-10-10,present expanded dataset index template,Task
tk3452,,,2023-10-17,synthesize inter-annotator agreement metrics,Task
tk3453,,,,formalize new appendix on dataset licensing,Task
tk3454,,,,offer Worked Example of GDPR compliance workflow,Task
tk3455,,,2023-10-23,assemble feedback on all revised sections,Task
tk3456,,,,draft addendum clarifying ongoing negotiations and compliance constraints,Task
tk3457,,,2023-10-20,integrate additional pilot study data,Task
tk3458,,,2023-10-18,individual section updates,Task
tk3459,,,2023-10-24,integrated master draft,Task
tk3460,,,2023-10-25,group review and response-to-reviewers letter draft,Task
tk3461,,,2023-10-31,lead cover letter revision,Task
tk1304,0.8152,['tk1329'],2023-08-27,10 October check-in (next check-in),Task
tk2514,,,,,Task
tk2515,,,,,Task
tk2516,,,,,Task
tk2517,,,,,Task
tk2518,,,,,Task
tk2519,,,,,Task
tk111,,,,chronological prediction (year classification),Task
tk112,,,,performance breakdown per data type,Task
tk113,,,,interpretability side-outputs,Task
tk114,,,,error case annotation,Task
tk366,,,,Historical Named Entity Recognition (NER),Task
tk367,,,,Multilingual Archives Analysis,Task
tk510,,,,draft section on reproducibility in historical NLP,Task
tk511,,,,collaboration on the slide deck,Task
tk512,,,,discussion on open reproducibility challenges,Task
tk513,,,,"submitting a minimal, reusable dataset sample",Task
tk514,,,,drafting recommendations for FAIR data practice,Task
tk202,,,2019-05-23,final narrative review,Task
tk2682,,,,"ensuring all support materials are thorough, anonymized, and easily accessible",Task
tk2683,0.8169,['tk3506'],,keeping the team posted on editorial process movements or reviewer feedback (circulate any updates from the editorial office),Task
tk3240,,,,compiling a thoughtful shortlist of potential reviewers,Task
tk3241,,,today,finalizing author contribution statements,Task
tk3242,,,before submission,cross-checking the delineation,Task
tk2307,,,,feedback on narration clarity and pacing,Task
tk2308,,,,feedback on slide accuracy and visual/audio content,Task
tk2309,,,,refining captions or improving accessibility aspects,Task
tk2310,,,,checking for content overlaps or required additions,Task
tk2311,,,2022-04-22,add comments directly in the shared drive folder,Task
tk2312,,,2022-04-24,coordinate a revised version,Task
tk4353,,,2025-01-24,final collective review,Task
tk4355,,,2025-01-24,confirm supporting materials,Task
tk3274,,,2019-06-01,proof review and author coordination,Task
tk3275,,,2019-06-01,double-check Data Availability and licensing sections,Task
tk3276,0.7734,"['tk2931', 'tk3292', 'tk3306']",2023-06-27,"review figures, captions, and method-major visuals (review of figures and captions)",Task
tk3277,,,2019-06-01,"focus on institutional affiliations, citation formatting, and coordinate archiving requirements",Task
tk3278,,,2019-06-01,confirm travel or leave plans for end of June and early July,Task
tk3279,,,2019-06-01,coordinate any archiving requirements,Task
tk3280,,,2019-06-01,sign or provide input on copyright/license forms,Task
tk2857,,,,detailing practical impact in digital humanities environments,Task
tk2858,,,,coordinating the final phase and managing the compliance checklist,Task
tk2859,,,2023-12-04,finalizing the Zoom meeting date,Task
tk942,,,2023-03-30,preparation of a detailed flowchart and extended narrative,Task
tk943,,,2023-04-01,integration of Sunita's sample outputs,Task
tk944,,,2023-04-02,substantial progress using LaTeX adjustments and preflight PDF checks,Task
tk945,,,2023-04-05,mapping reviewer requests to manuscript locations,Task
tk946,0.834,['tk421'],2023-04-10,complete a consolidated final submission,Task
tk3120,,,,Screen Share Assignments,Task
tk3121,,,,Tech-Check Protocol,Task
tk3122,,,,Introduction & Closing,Task
tk3123,,,,Q&A Logistics,Task
tk3124,,,,Circulate program updates,Task
tk3125,,,,Double-check time zone conversions,Task
tk1526,0.8467,['tk1528'],2021-04-18,preparation of final presentation slides (finalizing draft slides),Task
tk1527,,,2021-04-22,virtual dry run of the presentation,Task
tk2605,,,2023-10-10,review partial draft,Task
tk2606,,,2023-10-10,collate background material on accessibility evaluation,Task
tk2607,,,2023-10-10,outline submission priorities,Task
tk2608,,,2023-10-10,finalize section integration plans,Task
tk2609,,,2023-10-10,lock down submission venue,Task
tk2610,,,2023-10-10,establish internal timeline,Task
tk609,0.7816,['tk548'],N/A,preliminary review of the master slide deck (Slide Deck Review),Task
tk610,,,N/A,Speaker Bios & Consent Forms,Task
tk611,0.7813,['tk616'],N/A,preparing local copies of critical demo files and dataset samples (Backup Plan),Task
tk3699,,,2022-03-15,update submission,Task
tk635,,,2020-06-25,tutorial presentation,Task
tk636,,,,AV logistics and co-host assignments,Task
tk637,,,,backup procedures,Task
tk638,,,,sharing official Zoom login details,Task
tk3183,,,,fleshing out Error Analysis and Evaluative Methodology subsections,Task
tk3184,,,,uploading initial drafts and draft figures,Task
tk3185,,,,sharing recommendations for visualization templates,Task
tk3186,,,,co-developing the annotation guidelines appendix,Task
tk3187,,,,finalizing referencing style and division of Limitations & Future Work,Task
tk2829,,,2023-09-25,final edits,Task
tk2830,,,,consolidate and manage final formatting,Task
tk2831,,,2023-08-25,coordinate official submission to JCDL 2023,Task
tk2734,,,,,Task
tk2736,,,,,Task
tk2737,,,,,Task
tk3442,,,2023-10-18,expand Appendix I,Task
tk3443,,,2023-10-18,circulate draft update to the dataset/index section,Task
tk3444,,,2023-10-10,confirm availability for Zoom meeting,Task
tk322,,,2023-09-01,Expansion of the “Limitations and Future Work” Section,Task
tk323,,,2023-09-01,Illustrative Table on Annotator Agreement,Task
tk324,,,2023-09-01,Compliance Appendix Clarifications,Task
tk325,,,2023-08-30,coordination meeting,Task
tk326,,,2023-09-22,Final edits and review,Task
tk2687,0.8446,['tk2691'],,justification for selection of cross-dialectal datasets (cross-dialectal dataset selection),Task
tk2689,,,,validity of the dialect classification approach,Task
tk2690,,,,generalizability of the system,Task
tk4418,,,2023-03-17,review amended compliance and metadata sections,Task
tk4419,,,2023-03-17,address remaining cross-sectional issues,Task
tk4420,,,2023-03-17,finalize unified response letter,Task
tk4421,,,2023-03-17,submit polished major revision package,Task
tk1827,,,2023-08-24T16:00:00Z,circulate the integrated manuscript,Task
tk1828,,,2023-08-26T12:00:00Z,cross-review of Bengali/English case studies,Task
tk1829,,,2023-08-26T12:00:00Z,verify in-text references to supplementary materials,Task
tk1830,,,2023-08-26T12:00:00Z,"scrutinize resource transparency, compliance statements, and checklist tables",Task
tk1831,,,2023-08-26T12:00:00Z,complete section-specific checks and collective sweep of appendices,Task
tk1832,,,2023-08-24T16:00:00Z,relay updates from IACS legal/ethics,Task
tk3943,,,2023-05-05,completion of meta-annotation addendum,Task
tk3944,,,2023-05-05,closure of documentation review phase,Task
tk3945,,,2023-05-12,final pre-submission checklist review,Task
tk3946,,,2023-06-02,submission of draft milestone,Task
tk2135,,,,,Task
tk2136,,,,,Task
tk2138,,,,,Task
tk1709,,,2022-07-08,consolidate audience feedback and reflections,Task
tk1710,,,2022-07-15,develop full-length manuscript for journal submission,Task
tk2328,,,,technical review of pre-recorded spotlight video,Task
tk2329,,,,final editing of video,Task
tk2330,,,,upload finalized script and read-only slide deck,Task
tk2331,,,,expedited checks before submission,Task
tk3411,,,2023-08-02,finalizing Data Licensing Table,Task
tk3412,,,2023-08-02,reviewing and updating Compliance FAQ,Task
tk3413,,,2023-08-05,completing contribution and COI statements,Task
tk3473,,,2023-10-20,review the dataset index,Task
tk3474,,,2023-10-21,verify cross-referencing and prepare the master document,Task
tk687,,,,,Task
tk688,,,2023-08-25,supplementary materials compilation,Task
tk689,,,2023-08-20,lay abstract preparation,Task
tk690,0.8126,"['tk702', 'tk704']",2023-09-06,section draft deadline (section drafts),Task
tk692,,,2022-10-22,target JOCCH submission,Task
tk693,,,,,Task
tk3132,,,2023-04-28,debrief call,Task
tk3133,,,,compile document with audience questions and post-session comments,Task
tk1669,,,2022-07-21,upload updated version to shared Google Drive folder,Task
tk1670,,,Not specified,share local recording test results,Task
tk1671,,,Not specified,share finalized Q&A answer sheet,Task
tk1672,,,Not specified,monitor inbox for last-minute messages,Task
tk1673,,,2022-07-25,representing interdisciplinary collaboration at ACL 2022,Task
tk2127,,,,formal submission to Stanford University Office of Communications,Task
tk2128,,,,inform each other promptly as formal approvals come through,Task
tk2129,,,,coordinate with Oxford team on section phrasing or documentation,Task
tk2946,,,,,Task
tk2947,,,,,Task
tk2948,,,,,Task
tk2950,,,,,Task
tk595,,,2020-07-15,final submission to JCDL,Task
tk625,,,2020-07-21,Timed Dry-run of Slide Deck,Task
tk626,,,2020-07-21,Demo & Handover Protocols,Task
tk627,,,2020-07-21,Screen Sharing & Q&A Functions,Task
tk628,,,2020-07-21,Backup Plan Walkthrough,Task
tk629,,,2020-07-21,Documentation Checks,Task
tk630,,,2020-07-21,Open Points & Contingencies,Task
tk1769,0.798,['tk1764'],2023-08-14,contributing a representative pair from the Hindi and Urdu subcorpora (sharing Hindi and/or Urdu examples),Task
tk1770,,,2023-08-14,reviewing and ensuring terminological consistency for the comparative protocol table,Task
tk1771,,,2023-08-14,suggesting input on adjudication loop specifics for South Asian scripts,Task
tk1772,,,2023-08-15,organizing sync call,Task
tk4250,,,,integrate legal protocol matrix content into draft methodology section,Task
tk4251,,,,align red-outline references with figures,Task
tk4252,,,,delegate extended compliance commentary to appendix,Task
tk4253,,,2023-11-07,clarify consent requirements for international annotation,Task
tk4254,,,2023-11-07,provide annotation metadata or explanatory details for special consent data points,Task
tk4255,,,2023-11-07,finalize flow for transitioning legally nuanced content between main text and supplementary material,Task
tk4256,,,2023-11-06,review and annotate minor suggestions for clarity and referencing style,Task
tk1015,0.8169,"['tk1622', 'tk1623', 'tk2101', 'tk2837', 'tk2962', 'tk3787', 'tk422', 'tk484', 'tk488', 'tk576', 'tk594', 'tk606', 'tk761']",2019-02-14,formal camera-ready acceptance or revision request (camera-ready upload),Task
tk1703,,,2023-10-11,pre-presentation checklist compilation,Task
tk1704,,,2023-10-12,"addressing data provenance, annotation bias, and contextual artifact questions",Task
tk1705,,,2023-10-11,checking for last-minute updates or instructions,Task
tk1706,,,2023-10-12,monitoring chat for access issues,Task
tk1707,,,2023-10-12,introduction cue,Task
tk1708,,,2023-10-12,opening slides presentation,Task
tk2106,,,Not specified,drafting embargoed press release,Task
tk2107,,,Not specified,sharing formal template or style guidance,Task
tk2108,,,within 48 hours,providing feedback on initial draft,Task
tk2109,,,2019-03-01,targeting release timing aligned with JCDL's announcement window,Task
tk4335,,,2023-12-31,integrate NLI case into main manuscript,Task
tk4337,,,2024-01-18,circulate updated Section 4.2 draft,Task
tk4338,,,2024-01-19,add footnoted citations for translated documents,Task
tk4339,,,2024-01-20,conduct final policy compliance audit,Task
tk4340,,,2024-01-22,harmonize bibliography entries,Task
tk1907,,,,institutional sign-off for outreach materials,Task
tk1908,,,,timeline for public release,Task
tk1909,,,,embargo monitoring and media queries,Task
tk1910,,,,contingency planning for reviewer feedback,Task
tk1911,,,,liaise with respective press offices,Task
tk1912,,,,maintain embargo log and handle communications tracking,Task
tk1913,,,,final compliance check before public release,Task
tk224,,,,planning for follow-up work or dataset releases,Task
tk225,,,,preparation of supplementary analyses,Task
tk1346,,,2023-10-12,Final review and harmonization of evaluation metrics,Task
tk1347,,,2023-10-12,"Confirmation of author order, roles, and final wording of the funding statement and acknowledgments",Task
tk1348,,,2023-10-12,Policy and process review,Task
tk1349,,,2023-10-12,Timeline review,Task
tk1350,,,2023-10-12,Open discussion,Task
tk1946,,,2022-10-18,completing initial pass of harmonization edits for the embargo monitoring log,Task
tk1947,,,2022-10-20,reviewing changes by 20 October,Task
tk1948,,,2022-10-20,locking in all approved edits by end of day 20 October,Task
tk1949,,,,circulating a summary sheet outlining all key harmonization decisions,Task
tk2940,,,,add reference and summary on archival interoperability frameworks,Task
tk2943,,,2023-03-01,complete all major drafting by early March,Task
tk2944,,,,joint proofread and compliance verification,Task
tk1723,,,2023-07-24,collect and synthesize audience and session chair feedback,Task
tk1724,,,2023-07-30,extract actionable points from feedback,Task
tk1725,,,2023-07-30,reach out to the session chair for additional notes,Task
tk1726,0.8114,"['tk1714', 'tk234', 'tk238', 'tk3838', 'tk3843']",2023-07-30,initial discussion of a possible journal extension (decide between journals),Task
tk1727,,,2023-07-30,outline strategies for integrating OCR post-processing,Task
tk1569,,,2019-11-16,oral presentation preparation,Task
tk2965,,,,review submission acknowledgment email,Task
tk3533,,,2023-11-14,Overview/introduction and US-side compliance practices,Task
tk3534,,,2023-11-14,UK data negotiation and international harmonization,Task
tk3535,,,2023-11-14,Institutional ethical approval documentation and comparative analysis,Task
tk3536,,,2023-11-14,"Details of the NDLI access workflow, annual data licensing, and drafting recommendations on multi-year data sharing agreements",Task
tk3537,,,2023-11-14,Upload anonymized IACS ethics committee correspondences,Task
tk3538,,,2023-11-14,Collate UK sample artifacts for appendix inclusion,Task
tk3539,,,2023-11-14,Collate Stanford sample artifacts for appendix inclusion,Task
tk3540,,,2023-11-14,Populate assigned outline sections,Task
tk3541,,,2023-11-15,Review draft material and provide asynchronous comments,Task
tk3542,,,2023-11-20,Circulate consolidated draft for final team review,Task
tk3543,,,2023-11-14,Devote a specific subsection to evolving practices in multi-year data and compliance arrangements,Task
tk3544,,,2023-11-14,Explicitly align memo recommendations with DST and UKRI reporting templates,Task
tk3296,,,2023-06-26,"review of institutional affiliations, citation formatting, and acknowledgments",Task
tk3297,,,2023-06-26,scrutiny of author list and ORCID identifiers,Task
tk3298,,,2023-06-27,verification of sections in question,Task
tk3299,,,2023-06-27,comprehensive coverage in the correction form,Task
tk741,,,,consolidated compliance supplement,Task
tk742,,,,updated manuscript drafts,Task
tk743,,,2023-09-01,full-draft circulation for group review,Task
tk746,,,,add concise paragraph linking 'Profiling' conclusions with inter-annotator agreement statistics,Task
tk747,,,,comprehensive internal review,Task
tk2448,,,,registration and outreach launch,Task
tk2450,,,,reviewing supporting materials,Task
tk2451,,,,confirming registration link,Task
tk1296,,,,preparing the submission features matrix,Task
tk1297,,,,reviewing the comparative draft,Task
tk1298,,,,drafting and submission responsibilities,Task
tk3770,,,2023-03-07,Section 4.3 and Figure 2 Edits,Task
tk3771,,,2023-03-07,Metadata Compliance,Task
tk3772,,,2023-03-07,Graphical Abstract and Supplementary Files,Task
tk3773,,,2023-03-07,Presenter Documentation,Task
tk3774,0.8103,['tk415'],2023-03-09,Final Submission Plan (formal submission),Task
tk3070,0.8718,"['tk215', 'tk414']",Unknown,final review notes,Task
tk3071,,,Unknown,upload of remaining materials,Task
tk3072,,,Unknown,cross-check of revised slides,Task
tk2904,,,,compliance checklist,Task
tk3813,,,Not specified,presenter confirmation and copyright forms,Task
tk1545,,,2023-04-24,add comments to slides,Task
tk1536,,,2021-04-24,dry run,Task
tk1546,,,2023-04-24,draft Q&A talking points,Task
tk3702,,,2024-03-13,ensuring formatting compliance,Task
tk3703,,,2024-03-13,preparing supplementary materials,Task
tk3704,,,2024-03-13,confirming presenter,Task
tk3705,0.7691,['tk3710'],2024-03-01,organizational video call (coordinate video call),Task
tk535,,,,data sharing and FAIR guidelines preparation,Task
tk536,,,2020-04-17,integration of tutorial draft,Task
tk2046,0.8529,"['tk2040', 'tk2049']",2023-11-23,adding a brief use-case box illustrating acceptable forms of metadata release before article acceptance (drafting illustrative use-case box on metadata disclosures),Task
tk2048,,,,submit a thoroughly vetted FAQ annex on schedule,Task
tk161,,,,annotator anonymization,Task
tk162,0.8234,['tk165'],,use colorblind-friendly palette (color palette selection),Task
tk163,0.8377,['tk172'],,selection of exemplar explanatory segments (exemplar selection),Task
tk3300,,,,review of proofed sections,Task
tk3301,,,,enter detailed annotations in Google Sheet,Task
tk3302,,,,review notes in sheet and identify issues,Task
tk3303,0.8514,['tk3310'],,consolidation of comments and finalization of correction form (consolidate and submit final correction form to ACM),Task
tk1051,,,2023-10-08,preparing a succinct summary,Task
tk1052,,,2023-10-15,social media dissemination,Task
tk1053,,,2023-09-25,organizing a webinar,Task
tk278,,,2019-06-04,review of the current dataset documentation,Task
tk279,,,2019-06-04,institutional compliance checklist,Task
tk280,,,2019-06-04,technical and procedural questions,Task
tk281,,,2019-06-04,Q&A / Any Other Business,Task
tk4507,,,,,Task
tk4508,,,,,Task
tk4509,,,,,Task
tk4492,,,2023-03-29,co-signing the colloquium abstract,Task
tk4512,,,,,Task
tk4513,,,2023-04-01T09:00:00Z,final lock-in/Ramesh’s archive,Task
tk378,0.8194,['tk418'],2023-12-15,update the 'Ethical Considerations' section (finalizing Ethical Considerations section),Task
tk1875,,,2020-05-26,embargo compliance review,Task
tk1876,,,2020-03-13,Outreach Materials Coordination,Task
tk1877,,,2020-03-13,Timeline Alignment and Internal Communication,Task
tk1878,,,2022-09-18,Draft Oxford/Stanford departmental abstract,Task
tk1879,,,2022-09-19,Prepare IACS/social media version,Task
tk1880,,,,Monitor for any editorial office embargo queries and coordinate content review,Task
tk1881,,,,Oversee data compliance status; review outreach drafts before external release,Task
tk586,,,2023-06-23,Finalize screencast,Task
tk587,,,2023-06-24,Update slide deck,Task
tk589,0.8358,"['tk593', 'tk596']",2020-06-26,preparing and circulating the draft revision memo,Task
tk2342,0.7987,['tk2337'],TBD,pre-conference dissemination (dissemination ahead of JCDL),Task
tk2343,0.8079,"['tk2348', 'tk2357', 'tk2364']",2020-05-15,pulling together the error evaluation breakdown (error analysis),Task
tk2344,0.8168,['tk2339'],2019-06-01,organize hands-on tutorial or community code sprint (organizing online code sprint or tutorial),Task
tk1044,,,Not specified,author page proofs,Task
tk1045,,,Not specified,post-publication promotion,Task
tk1549,,,2023-04-24,Full presentation walkthrough,Task
tk1550,,,2023-04-24,Targeted feedback round,Task
tk1551,,,2023-04-24,Integration of Slide Edits/Annotations,Task
tk1552,,,2023-04-24,Q&A drill and strategy session,Task
tk1553,,,,Final slide deck submission timeline for ACL upload,Task
tk1554,,,,Assignment of speaking roles for Q&A during the actual session,Task
tk2195,,,,amplify the newsletter link through university communication offices and departmental lists,Task
tk2196,,,,coordinate a thematic social media campaign,Task
tk2197,,,,"provide companion content (e.g., a video introduction or faculty Q&A)",Task
tk2198,,,,participation in the conference media day,Task
tk2199,,,,scheduling of live project spotlights,Task
tk784,,,2023-11-05,revision meeting,Task
tk788,,,,graphical abstract sketches,Task
tk2814,0.7399,['tk2762'],2023-08-19,review and ensure alignment with datasets overview (reviewing additional dataset paper),Task
tk2815,,,2023-08-19,glance over transitions between sections and signal structural adjustments,Task
tk2816,,,2023-08-19,group check-in via Google Meet,Task
tk2817,0.8083,"['tk2885', 'tk3599']",2023-08-19,add inline comments or propose revisions (annotate shared document),Task
tk2818,,,2023-08-25,consolidate and circulate the penultimate version for group review,Task
tk3957,,,2023-05-18,final checklist sign-off,Task
tk3958,,,2023-05-28,manuscript assembly,Task
tk3960,,,2023-05-28,review compiled submission package,Task
tk2576,,,,Workshop Design & Accessibility Protocols,Task
tk2579,,,,coordinate 10 June agenda and ongoing literature review for the Introduction,Task
tk2580,,,end of this week,drafting sections,Task
tk4167,,,2022-12-10,submit revised files and response,Task
tk3234,0.8402,"['tk3233', 'tk3239']",2023-05-15,author contribution statement preparation (drafting author contribution statements),Task
tk3235,,,2023-05-25,suggesting potential reviewers,Task
tk3920,,,2023-04-24,documentation of the 24 April meeting,Task
tk3921,,,2023-05-05,finalizing JOCCH resource note,Task
tk3922,,,2023-04-30,creation of Zenodo project page,Task
tk3924,,,2023-05-06,editorial refinement and coordination,Task
tk3925,,,2023-05-06,circulating draft sections for asynchronous review,Task
tk3926,,,2023-06-02,consolidated draft deadline,Task
tk3927,,,2023-05-06,preparing further citations and explanatory notes,Task
tk1634,,,2022-07-15,presentation preparation,Task
tk2994,,,this weekend,assembling slides on evaluation methodology,Task
tk2995,,,,creating a repository of potential questions,Task
tk2997,0.7981,['tk3004'],,prepare a contingency plan for both oral/poster and in-person/virtual presentations (backup slide preparation),Task
tk1883,,,2023-09-12,coordinating outreach timeline,Task
tk1884,,,2023-09-18,uploading drafts to shared folder,Task
tk1885,,,2023-09-19,conducting initial compliance and tone review,Task
tk1886,,,2023-09-19,providing input on technical clarity and embargo status language,Task
tk1887,,,2023-09-26,iterating on outreach materials,Task
tk1888,,,2023-09-26,responding to preliminary queries from JOCCH editorial office,Task
tk1208,,,next week,preparing technical documentation,Task
tk1209,,,next week,cross-checking for usability and clarity,Task
tk1210,0.8995,['tk1211'],2019-09-22,blocking calendar and circulating Google Doc (confirming preferred time slot),Task
