:ID,meetAgenda,meetDate,meetLink,meetTime,:LABEL
mg180,"Review and discuss key attendee and chair feedback, debate and decide on target journal, identify aspects to expand, plan timeline and delegate writing assignments, address other points",2023-07-30,https://stanford.zoom.us/j/9854673208?pwd=ZDh4aFpNcUpRS2JZdmtSdXdlRzByUT09,16:00 PM IST,Meeting
mg414,"Brief review of shared outline and section drafts, Discussion of compliance, workflow schema, and supplemental visual materials, Michael’s comparative assessment of EMNLP Demo vs. JDoc Technical Communication, Decision on target venue, next writing assignments, and identification of any data/graphics still needed, Timeline for initial draft completion and possible review checkpoints",2023-04-11,https://ox-ac-uk.zoom.us/j/95416388721?pwd=L1CzvS5m8Bg,"17:30 IST (13:00 BST, 05:00 PST)",Meeting
mg405,revision coordination call,2022-03-05,,,Meeting
mg148,"Action Item Review, Revision Deadlines & Internal Milestones, Outstanding Compliance & Administrative Tasks, Discussion of Possible Bottlenecks or Additional Edits, Next Steps and Wrap-Up",2023-01-22,,16:00 UTC,Meeting
mg291,"Review of Camera-Ready Submission, Compliance Checklist, Contingency Planning, Post-Submission Dissemination, Next Research Steps",2023-12-04,,14:30 GMT,Meeting
mg305,"rehearsal: Opening Statements, Session Transitions, Q&A Handling, Closing Segment, Contingency Scenarios",2021-07-26,https://zoom.us/j/96837465123?pwd=LmHFhr64oyREheZV,6:30 PM IST,Meeting
mg328,"Major Edit Review, Compliance & IRB Protocols, Editorial Harmonization, Bibliography and Appendix Finalization, Submission Strategy Discussion, Next Steps & Task Deadlines",2023-08-01,TBD,TBD,Meeting
mg82,review progress and finalize contributions,2023-11-04 to 2023-11-08,Zoom,TBD,Meeting
mg147,practical division of labor and establish a timeline for iterative reviews,2021-01-22,Zoom,16:00 UTC,Meeting
mg178,"debrief agenda, substantive feedback from ACL, journal article pathway",2023-07-30,,4:00 PM IST,Meeting
mg284,live review,Unspecified,https://doodle.com/meeting/participate/id/bkgd-Y9xn,after 14:00 GMT,Meeting
mg119,"confirm A/V, screen sharing, and backup recording",,,,Meeting
mg7,demonstration of correction workflow,upcoming,,,Meeting
mg79,collectively draft a compliance and licensing statement,TBD,,TBD,Meeting
mg362,planning meeting,2023-04-24,,16:00 GMT,Meeting
mg388,"logistics, manuscript finalization, submission venue, timeline, communications",2022-10-15,,16:30 IST,Meeting
mg223,"practice speaker transitions, gauge session timing, troubleshoot technical aspects",2022-04-07,Zoom,TBD,Meeting
mg84,revision process discussion,2023-11-05,,10:00–13:00 IST,Meeting
mg59,finalize division of tasks and discuss the camera-ready submission plan,Before the end of the week,Not specified,Not specified,Meeting
mg229,Review and finalize session summary and speaker bios; Discuss backup procedures for presentation delivery and asset sharing; Confirm any further outreach to JCDL organizers regarding technical or accessibility requirements; Synchronize on next steps once formal acceptance arrives.,2023-04-15,https://meet.google.com/qzi-nrdf-kow,11:30 IST / 07:00 BST / 23:00 PDT,Meeting
mg117,full trial run,2023-09-05,,,Meeting
mg296,focused internal review meeting,2023-03-04,https://doodle.com/meeting/participate/id/abcd1234,,Meeting
mg76,"discussion on JOCCH guidelines, authorship, and abstract preparation",2023-08-16,,15:00 UTC,Meeting
mg293,"submission package review, compliance checklist, contingency plan, dissemination strategy, future research and demo plans, roles & next steps",yesterday,,,Meeting
mg267,"discuss final concerns, distribute action items, ensure draft bullet points address reviewer expectations comprehensively",Thursday,,16:00 IST,Meeting
mg304,rehearsal for live session,2023-04-18,,afternoon IST,Meeting
mg6,interpretability options,2023-04-23,,3 PM IST,Meeting
mg384,decide submission strategy and discuss blog post suggestion,today,,16:00 IST,Meeting
mg41,brief status-update and address any technical or stylistic challenges,2019-12-14,Google Meet,TBD,Meeting
mg142,final integrated manuscript review,N/A,Zoom,N/A,Meeting
mg144,Align on responsibilities,2021-01-22,,16:00 UTC,Meeting
mg53,"Brief overview by each contributor on retrospective summaries, Discussion on key transferable lessons for future journals/conferences, Outline of possible workshop/tutorial proposals, Timeline and division of tasks for drafting any external documentation/tutorial abstract",2023-04-06,https://meet.google.com/xyz-pqmf-btu,12:00-16:00 UK,Meeting
mg410,,,,,Meeting
mg155,"Full presentation walkthrough by Sunita (20–25 minutes); Slide-by-slide feedback focusing on visual and narrative clarity, audience questions/anticipated areas for clarification, timing and transitions; Discussion of remaining action items prior to upload",2019-11-12,https://stanford.zoom.us/j/94728615327,5:30–7:00 pm IST,Meeting
mg285,discussion on the revision phase and draft sections,TBD,,,Meeting
mg224,Zoom run-through,2022-04-08,Not specified,10:00–12:00 GMT,Meeting
mg75,"Distribute sections among co-authors, review JOCCH author guidelines, confirm format for supplementary materials, identify gaps in attendee feedback compilation, discuss timeline for internal drafts and select a provisional submission date",2023-08-16,,15:00 UTC,Meeting
mg200,"Review early feedback from IACS, Oxford, and Stanford press/legal teams; Outline the structure and content of an FAQ annex; Identify additional scenario requirements for the lead-up to JCDL 2022 and possible future conference/journal submissions",2022-11-15,Google Meet link,15:00 IST / 09:30 BST / 01:30 PST,Meeting
mg125,collaborative agenda and action tracker,current_date,https://zoom.us/j/established_zoom_link,14:30 IST,Meeting
mg264,"Rapid overview of final draft and supplementary files, Confirmation of author order and compliance statements, Checklist for JOCCH online submission portal, Q&A or concerns prior to upload",2023-06-24,https://oxford.zoom.us/j/92837462743?pwd=Q2pnV3dVZ2h0N0FQQUJHSkhxeTBzQT09,17:00 IST,Meeting
mg10,,,,,Meeting
mg235,circulation and review of Sunita’s research note structure,2023-05-14,,,Meeting
mg382,"seminar logistics, event materials, session structure, contingencies",not specified,"Stanford Zoom link, meet.google.com/abc-hist-nlp-2024",not specified,Meeting
mg350,,,,,Meeting
mg367,internal review and planning meeting,2024-04-22,,,Meeting
mg337,"discuss section leads, responsibilities, and proposed sources/examples",2023-11-06,https://stanford.zoom.us/j/98567354123?pwd=RefMemo2023,14:00 IST,Meeting
mg137,"finalizing evaluation metrics narrative, clarifying author order and funding statement wording, updating timeline for internal review and pre-submission checks",2023-10-12,Zoom link to be circulated by Michael,17:00 CET/21:30 IST,Meeting
mg255,debrief and refine workshop report outline,today,,,Meeting
mg60,coordinate a Zoom call for revisions,2020-06-18,https://doodle.com/meeting/participate/id/JCDL22Revision,15:00–18:00 BST / 9:30–12:30 IST / 7:00–10:00 PDT,Meeting
mg15,"discuss evaluation benchmarks, pilot with human annotators, and annotation pipeline",2023-05-03,,10:30 AM BST,Meeting
mg191,"Approval of final outreach materials, monitoring embargo compliance, managing media queries, planning for follow-up communications",2022-09-26,,15:30 IST / 11:00 BST,Meeting
mg38,"Quick review of draft expansions for “Limitations” and compliance clarifications, Walkthrough of the new annotator agreement table, Review template for the point-by-point response letter, Assignment of remaining drafting and review/editing responsibilities, Timeline check to ensure we’re on track for the 22 September revision deadline",Not specified,https://stanford.zoom.us/j/91738125460,15:15–16:30 IST,Meeting
mg400,"Task updates, integration plan, formatting/workflow, contingency",2022-01-10,,16:00–17:00 IST,Meeting
mg391,targeted discussion on section updates and finalizing rebuttal outline,2023-11-28,,TBD,Meeting
mg408,pre-consolidation Zoom call,TODAY,https://stanford.zoom.us/j/99821342516?pwd=NLPMajorRev2025,19:30 IST,Meeting
mg1,finalize the project details,next week,,,Meeting
mg227,streamline preparations for JCDL 2022 spotlight session,2023-04-15 or 2023-04-16,,N/A,Meeting
mg162,"Walk through the newly issued ACL camera-ready guidelines, Review the main slide deck, Cross-verify the consistency and provenance details, Finalize and share brief professional bios, Assign owners for any outstanding action items",2023-06-11,,3 PM IST,Meeting
mg140,review harmonized compliance language and resolve any lingering points,2023-10-19,TBD,TBD,Meeting
mg340,revision planning,2022-03-03,,14:00–18:00 GMT,Meeting
mg342,"Quick recap of the major ACL revision points, responsibility allocations and key timelines, discussion of reviewer-specified improvements, consolidation of section leads and action items for the “RSVP to ACL reviewers” letter, timeline for draft completion and next internal review, open floor for additional concerns or integration suggestions",2022-03-03,https://stanford.zoom.us/j/89521467258?pwd=Zk1hLzJvRUdBdDJURlAyR2ZwWXlGZz09,15:00 GMT,Meeting
mg43,"Quick progress updates, identification and discussion of bottlenecks, timeline coordination, final clarifications",2019-11-07,https://meet.google.com/joc-chh-minor-rev,15:30 to 16:00 IST,Meeting
mg213,"confirming the precise announcement date and time, reviewing last-minute embargo logistics, designating points of contact for each institution",tomorrow,,20-minute slot,Meeting
mg103,sign-off meeting,2021-06-12,,,Meeting
mg252,"review live session analytics, collect initial feedback, and identify next steps for documentation and publication",2023-06-01,https://iacs-in.zoom.us/j/89374269201?pwd=debrief2022,17:00 BST,Meeting
mg218,live project spotlight planning,2022-03-31,,late morning GMT,Meeting
mg93,Discuss minor revision progress,2023-03-26,,,Meeting
mg347,"metadata requirements, integration of graphical abstracts, reviewer points, technical issues",2023-03-01,,14:30 GMT,Meeting
mg246,dissemination of pre-event communication to all registered participants,today,,09:00 BST / 13:30 IST,Meeting
mg270,,,,,Meeting
mg130,discussion on submission venue and features matrix,2023-10-03 or 2023-10-05,Google Meet,14:00–17:00 IST (09:30–12:30 BST / 01:30–04:30 PDT),Meeting
mg383,technical check and coordinate last-minute adjustments,2024-01-01,N/A,17:45 IST,Meeting
mg233,team check-in,2023-05-07,Google Meet invite to be circulated,12:00 noon BST / 4:30pm IST / 7:00am PST,Meeting
mg92,align on progress,2019-03-26,N/A,N/A,Meeting
mg387,Confirm integration of latest legal clarifications and workflow diagrams; Discuss and decide between JOCCH and JCDL; Establish a definitive manuscript and figures finalization schedule; Strategize public communication: blog post and/or preprint planning.,2023-09-25,https://meet.google.com/kjg-tqvp-hnm,16:30 IST / 12:00 BST / 04:00 PDT,Meeting
mg336,"1. Section lead assignment and review of outline contributions
2. Discussion on appendices: documentation, approvals, and anonymized samples
3. Data-sharing over multiple years: best-practice recommendations and open challenges
4. Keeping in sync with anticipated JOCCH editorial feedback
5. Setting targets for first full draft and coordinating asynchronous review",2023-11-04,,,Meeting
mg271,grant proposal brainstorming,2019-08-12,,except for the 14th,Meeting
mg313,pin down the cross-over points between error analysis and semantic metrics,2023-05-06,,15:00 BST/07:00 PDT,Meeting
mg114,sharing draft slide deck framework,2023-08-20,,,Meeting
mg339,allocate responsibilities for each major revision point and decide on a realistic timeline for draft updates,2022-03-03,,,Meeting
mg244,check-in call,2023-05-25,,,Meeting
mg308,Debrief call post-presentation,2023-04-28,,5:00 PM IST,Meeting
mg371,"finalize authorship and distribution for the preprint, review the virtual seminar format options",2023-09-15,,,Meeting
mg357,quick walkthrough and final sign-off,2024-03-25,Zoom,TBD,Meeting
mg412,discuss outline bullet points and move initiative forward,2023-04-10,,17:30 IST,Meeting
mg108,,,,,Meeting
mg98,,,,,Meeting
mg203,synthesizing cross-institutional practices and harmonizing wording for key scenarios,2023-11-15,,15:30 IST / 10:00 BST / 02:00 PST,Meeting
mg363,planning session,2024-04-24,,N/A,Meeting
mg277,clarifying cross-institutional requirements for UKRI grant narrative,2023-08-17,,late afternoon IST,Meeting
mg160,urgent issues or brief call,2023-04-27,,short notice,Meeting
mg287,submission checklist and portal walkthrough,2023-12-04,,,Meeting
mg303,"AV Check, Full Presentation Run, Live Q&A Practice, Debrief & Feedback",,,,Meeting
mg248,,,,,Meeting
mg377,"Review of Technical Note Outline, Next Steps for Figures and Supplementary Material, Feedback Timelines, Seminar Organization, Action Items and Internal Deadlines",Today,,16:00–17:00 IST,Meeting
mg238,technical and flow feedback,2023-05-19,,,Meeting
mg51,address any questions,2020-03-02,Zoom,,Meeting
mg324,consolidate all comments and finalize document,2023-08-01,,,Meeting
mg170,transitions practice,2022-07-17,Zoom,16:30 IST,Meeting
mg286,live Zoom review meeting,2023-12-04,not provided yet,14:30 GMT,Meeting
mg126,"discussion on reproducibility standards, data licensing and citation, annotation toolchain",today,,,Meeting
mg404,"Quick Progress Review, Sectional Discussion, Response Letter Strategy, Open Issues and Next Steps",2023-03-08,https://meet.google.com/nlp-jocch-revision,16:00 IST / 10:30 GMT / 2:30 PST,Meeting
mg208,final check-in,2022-11-25,Unknown,14:30 GMT,Meeting
mg94,,,,,Meeting
mg85,discussion on Section 4.2,2022-11-06,,,Meeting
mg197,,,,,Meeting
mg172,,,,,Meeting
mg351,compliance feedback review,2024-03-06,N/A,12:30 GMT,Meeting
mg380,Stanford Zoom seminar,2024-01-01,https://stanford.zoom.us/meeting/register/tJ0tfuqhrTPoHd8h-pZHSyXA_NLP-HIST-2024,TBD,Meeting
mg381,advance Q&A survey,2024-01-01,https://forms.gle/NLP-HIST2024-Survey,TBD,Meeting
mg364,synthesizing everyone’s input,2023-04-24,,,Meeting
mg228,Discuss presentation assets and session summary,2023-04-15,Google Meet invite,11:30 IST,Meeting
mg353,"finalizing manuscript refinements, repository edits, and checklist sign-offs",2024-02-XX,https://meet.google.com/acl-cam-ready2024,12:30 GMT,Meeting
mg32,troubleshooting session,TBD,Google Meet,short notice,Meeting
mg63,"Brief updates from each member on their assigned revision item, Integration plan for supplementary materials, Checklist for camera-ready submission requirements, Q&A/Additional suggestions",2019-04-11,https://zoom.us/j/92713648290?pwd=JCDL_CameraReady,16:00 BST / 20:30 IST / 8:00 PDT,Meeting
mg154,reviewing slides and collaborating for presentation,TBD,,late afternoons IST,Meeting
mg47,review call,2020-01-20,,4:00 pm IST,Meeting
mg30,robust and comprehensive data release protocol,2023-06-16,,,Meeting
mg240,internal demo run-through,2022-05-19,,,Meeting
mg95,"Brief status check on each assigned task, Discussion on technical bottlenecks, Realignment of internal deadlines if needed and Q&A, Logistics for compiling the final revision package",2019-12-09,https://zoom.us/j/93824651704?pwd=MnRpVlJzMGRzTnBhUWpKOEpFS3J4QT09,16:30 IST,Meeting
mg121,,,,,Meeting
mg101,collective sign-off on the manuscript and supplementary files before ScholarOne upload,2023-06-12,https://doodle.com/meetings/zoom-JOCCH-signoff-12June,TBD,Meeting
mg194,address preliminary reviewer/editorial communications and confirm readiness for outreach,week of 2022-10-14,not specified,not specified,Meeting
mg62,connect on Zoom,TBD,Zoom,TBD,Meeting
mg195,progress review call,2023-10-15,Google Meet link circulated previously,15:00-17:00 IST,Meeting
mg232,brief check-in,2023-05-07,,12:00 noon BST,Meeting
mg23,"quantitative review, qualitative analysis, visualization planning, reviewer expectation matching, drafting assignments",2019-05-06,https://meet.google.com/kzt-evwr-qiu,17:30 IST / 13:00 BST / 05:00 PDT,Meeting
mg13,"check-in, including author responsibilities for a potential ACL/EMNLP submission draft",2023-05-03,,TBD,Meeting
mg141,"Integrated read-through of the complete draft, resolve remaining editorial issues, confirm supplementary material format, assign last internal review responsibilities",2023-10-19,https://stanford.zoom.us/j/93741259102?pwd=RzlEaWxOT0k4SFJLeW1IRkQyZWVqdz09,18:00 CET,Meeting
mg44,finalizing manuscript for JOCCH minor revisions,2019-11-07,,15:30–16:00 IST,Meeting
mg165,final camera-ready submission review,2023-06-11,https://meet.google.com/abc-defg-hij,3 PM IST,Meeting
mg112,"1. Review and sign-off on public summary & communications
2. Finalizing the structure and technical/demo roles for the webinar
3. Confirming registration processes and cross-institutional promotion plan
4. Scheduling and milestones in alignment with the publication’s online release",TBD,https://us02web.zoom.us/j/85123901471?pwd=HstCrNLP2021,15:00 IST / 10:30 BST / 02:30 PDT,Meeting
mg241,Final rehearsal for workshop/tutorial,2020-10-11,https://stanford.zoom.us/j/95462137955?pwd=demo2022,13:00 BST / 17:30 IST / 5:00 PDT,Meeting
mg318,Review draft outline and provide feedback,2023-07-18,Zoom link to be circulated,TBD,Meeting
mg190,synthesis review and planning for external dissemination,2020-09-26,,,Meeting
mg366,internal review package,2023-04-24,,,Meeting
mg326,synchronous discussion,2023-08-01,,,Meeting
mg205,FAQ annex working session,2023-11-15,https://meet.google.com/yfa-jknm-wpt,15:30 IST,Meeting
mg107,"structure of the webinar, responsibilities, demo logistics, registration/promotion plan",2023-08-09,,,Meeting
mg69,pre-session sound check with the conference technician,2020-07-26,provided by the committee,13:15 UTC,Meeting
mg187,collaborative draft environment setup and embargo settings,2023-10-05,,Thursday’s Google Meet,Meeting
mg11,"check-in, review recent files and memos, advance baseline modeling",2023-04-23,https://meet.google.com/hjk-mnrt-xqu,3 PM IST,Meeting
mg370,"Rapid walkthrough of remaining checklist items and manuscript assembly steps, Discussion of final document compilation workflows and corresponding point persons, Clarification of any author order or contribution statement nuances, Confirmation of Zenodo/embargoed data release logistics, Contingencies for last-minute edits or required approvals",2023-05-11,https://ox-ac-uk.zoom.us/j/98617325481?pwd=JOCCHfinal27,16:00-17:00 IST,Meeting
mg146,,,,,Meeting
mg334,finalize the division of topics and clarify any institutional segments,2019-11-01,,,Meeting
mg396,finalize responsibility assignments and deliverable deadlines,2024-01-05,,16:00–17:00 IST,Meeting
mg201,,,,,Meeting
mg118,rehearsal and roundtable discussion,2023-09-05,,,Meeting
mg310,debrief,today,,,Meeting
mg401,"1. Rapid review of comparative outlines (Ananya’s and Michael’s inputs; my cross-referenced annotations for Indian and UK/EU datasets). 2. Live drafting of the new Section 4.2 content, integrating all jurisdictional insights and reviewer-requested narrative expansions. 3. Detailed mapping of NLI-specific considerations (tiered consent, anonymization, cross-border sharing) and any regulatory divergences noted from Japan/Chile. 4. Delegation of drafting responsibilities for compliance appendices and bibliography harmonization.",2023-01-16,https://meet.google.com/nmt-ksqj-bve,14:30 IST,Meeting
mg265,reviewing the author order and ensuring compliance checklist completion,2023-06-24,,17:00 IST,Meeting
mg184,"Quick alignment on the manuscript timeline, final feedback on the workflow diagram, review and harmonization of submitted case study vignettes, walk-through of the comparative protocol table, next steps for full integration",Today,,"7pm IST (2:30pm BST, 6:30am PDT)",Meeting
mg12,"dataset harmonization, OCR correction workflow, interpretability analyses, baseline model planning, submission planning",2019-04-19,,3-4:30 PM IST,Meeting
mg74,JCDL 2020 Tutorial Debrief,2019-05-22,Google Meet,,Meeting
mg317,"Rapid review of all peer-incorporated manuscript and appendix edits, resolution of flagged queries, final ACM JOCCH compliance checklist walkthrough, assignment of roles for submission and metadata entry",2023-05-16,,14:30 IST,Meeting
mg143,"submit revised, camera-ready version",2021-09-14,,23:59 UTC,Meeting
mg254,"comprehensive review, technical troubleshooting logs, chat transcript highlights, brainstorm guidelines document",TBD,Zoom session,17:00 BST / 21:30 IST / 09:00 PDT,Meeting
mg202,,,,,Meeting
mg221,Discussing departmental updates and further talking points for the live spotlight session,Today,,In a few hours,Meeting
mg386,focused agenda and pre-circulation of summary of required revisions,2023-09-25,,16:30 IST,Meeting
mg220,JCDL live project spotlight strategy meeting,TBD,https://iacs-in.zoom.us/j/82839145230?pwd=YXB2TkNybXZLYnQ0Rms5QkVyM2tNdz09,11:30 GMT,Meeting
mg355,walk through the submission packet and checklist,2024-03-25,Zoom call,15:00 GMT,Meeting
mg276,"Grant Proposal Discussion, Conference Abstract & Parallel Submission Strategy, Methodological Synergies & Open Questions",2023-08-13,https://us02web.zoom.us/j/88271927388?pwd=collabsession,3:30pm IST / 11:00am BST / 3:00am PDT,Meeting
mg290,"address compliance metadata, author contribution declarations, and dataset licensing",2023-12-04,Zoom session,TBD,Meeting
mg393,,,,,Meeting
mg214,"Confirm the coordinated announcement date and exact time for the press release across IACS, Oxford, and Stanford, in consultation with each institution’s media team; Final review of embargo requirements, including points of contact for urgent issues during the release window; Assignment of responsibilities for sending the 'all-clear' notification to the JCDL program communications liaison and for circulating the approved press release to external partners; Discussion of backup protocols in case any unforeseen last-minute issues arise.",2020-08-16,https://stanford.zoom.us/j/82334712984,16:00 CET / 20:30 IST / 08:00 PT,Meeting
mg402,Section 4.2 collaborative drafting session,today,Google Meet,14:30 IST,Meeting
mg359,"section-by-section walkthrough of the final manuscript and supplementary files; cross-check for formatting, references, and metadata completeness using the ACL validation script; confirm copyright/licensing and presenter status; final upload of the full camera-ready package to the ACL2024 portal",2024-03-25,Zoom,15:30 GMT,Meeting
mg376,preparatory call,2023-09-16,,16:00–17:00 IST,Meeting
mg406,real-time discussion,2023-03-16,Zoom call,,Meeting
mg309,Debrief call,2023-04-28,https://zoom.us/j/94715312680?pwd=JCDLdebrief2023,17:00 PM IST / 12:30 PM BST / 04:30 AM PDT,Meeting
mg173,last-minute technical checks,2022-07-25,,1:00 PM BST / 5:30 PM IST / 5:00 AM PDT,Meeting
mg122,sync-up meeting,2023-09-22,regular Zoom link,,Meeting
mg29,short check-in,2019-06-17,N/A,same time,Meeting
mg68,"Opening remarks, speaker introductions, tutorial presentations and live demonstrations, audience Q&A and closing discussion",2019-05-16,https://stanford.zoom.us/j/98273651139?pwd=JCDL2020NLP,13:30-16:00 UTC,Meeting
mg243,collectively reviewing the remaining logistics and the contingency communication protocol,2023-05-24,,16:00 BST / 20:30 IST / 8:00 PDT,Meeting
mg71,debriefing session,2023-08-02,Google Meet,14:00-17:00 UTC,Meeting
mg397,discussion of current findings and draft materials,2023-10-06,Google Meet link,16:00–17:00 IST,Meeting
mg139,"evaluation metrics finalization, author order and funding statement, compliance and embargo policy, timeline revision, outstanding issues",2023-10-10,N/A,Zoom coordination,Meeting
mg352,"rapid review of any outstanding checklist items, consensus on final Overleaf edits, repository metadata validation, and last steps for submitting the camera-ready packet",2024-03-06,,12:30 GMT,Meeting
mg289,comprehensive submission review,2023-12-04,,,Meeting
mg70,"review feedback, compile lessons learned, assess publication potential, discuss broader engagement",2023-08-01 to 2023-08-05,,,Meeting
