:ID,mergeConfidence,mergedFrom,paperTitle,:LABEL
pa273,,,JCDL2022_FinalSpotlightDeck_v3.pptx,Paper
pa503,,,Manuscript revision for JOCCH,Paper
pa471,,,Compliance Appendix and JOCCH Cover Letter,Paper
pa360,,,JCDL 2023 Submission,Paper
pa43,,,Master Camera-Ready Manuscript,Paper
pa375,,,Final_Closing_Remarks_v2,Paper
pa520,,,Compliance Sections – Ananya Drafts v4,Paper
pa470,,,Final Draft Manuscript,Paper
pa20,,,Digital Poster for Departmental Seminars,Paper
pa251,,,JCDL 2022 camera-ready submission,Paper
pa422,,,Consolidated Draft with Appendix Navigation Table and Notable Institutional Divergence/Convergence Column,Paper
pa21,,,IACS Research Data Office Requirements,Paper
pa393,,,Unnamed Paper,Paper
pa71,,,JCDL 2020 camera-ready submission,Paper
pa234,,,Working_Draft_Scenarios,Paper
pa13,,,Upcoming Manuscript Integration,Paper
pa353,,,Digital Tool Integration and Annotation Pipeline,Paper
pa79,,,NLP Methods for Large-Scale Historical Data,Paper
