email_id,subject_label,predicate,object_label,evidence_sentence,full_email_context,subject_type,object_type
e120,reproducibility frameworks,usedFor,cross-institutional research on NLP for historical data,particularly in the context of historical NLP.,"Thread ID: X7RSBS Mail ID: MAILTW5X48Z1 Date: 29th January 2020 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: Input on Retrospective Review & April Scheduling  Dear Sunita, Ananya, and Ramesh,  Thank you, Sunita, for getting the ball rolling on our internal retrospective, and to Ananya for initiating this valuable process. I am likewise convinced that our documented experience with reproducibility, accessibility, and dataset normalization could serve as the foundation for both internal best practices and potential future outreach—particularly in the context of historical NLP.  Per Sunita’s suggestion, I will focus my contribution on outlining the reproducibility framework we developed, including: - Comprehensive metadata capture and version control for evolving historical corpora. - Standardized documentation templates that facilitate both internal handoffs and external audits (e.g., for journal reviewers or open data repositories). - Lessons learned regarding automating provenance tracking across text normalization and alignment pipelines.  I will aim to draft a 2-3 paragraph summary by 25 March and upload it to the shared drive alongside Sunita’s entity alignment section. I encourage discussion on whether any specific reproducibility pain points (such as file format drift or annotation disagreements) merit special treatment in a methods appendix for future submissions.  For the consolidation call, I am generally available for a 30–45 minute Google Meet session within 4–8 April. My preference would be for 6 or 7 April, early afternoon UK time (which should also be comfortable for India and the US West Coast). Please let me know if these slots are generally convenient, so Sunita can coordinate.  Finally, if we see strong alignment among our notes, I suggest we consider sketching an outline for a reproducibility or workflow best practices tutorial to target at JCDL or even a special interest group session at ACL. I’m happy to support co-authorship on any such initiative.  Looking forward to your feedback and everyone’s input.  Best regards,  Michael",Method,Task
e120,evolving historical corpora,usedFor,cross-institutional research on NLP for historical data,evolving historical corpora ... particularly in the context of historical NLP.,"Thread ID: X7RSBS Mail ID: MAILTW5X48Z1 Date: 29th January 2020 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: Input on Retrospective Review & April Scheduling  Dear Sunita, Ananya, and Ramesh,  Thank you, Sunita, for getting the ball rolling on our internal retrospective, and to Ananya for initiating this valuable process. I am likewise convinced that our documented experience with reproducibility, accessibility, and dataset normalization could serve as the foundation for both internal best practices and potential future outreach—particularly in the context of historical NLP.  Per Sunita’s suggestion, I will focus my contribution on outlining the reproducibility framework we developed, including: - Comprehensive metadata capture and version control for evolving historical corpora. - Standardized documentation templates that facilitate both internal handoffs and external audits (e.g., for journal reviewers or open data repositories). - Lessons learned regarding automating provenance tracking across text normalization and alignment pipelines.  I will aim to draft a 2-3 paragraph summary by 25 March and upload it to the shared drive alongside Sunita’s entity alignment section. I encourage discussion on whether any specific reproducibility pain points (such as file format drift or annotation disagreements) merit special treatment in a methods appendix for future submissions.  For the consolidation call, I am generally available for a 30–45 minute Google Meet session within 4–8 April. My preference would be for 6 or 7 April, early afternoon UK time (which should also be comfortable for India and the US West Coast). Please let me know if these slots are generally convenient, so Sunita can coordinate.  Finally, if we see strong alignment among our notes, I suggest we consider sketching an outline for a reproducibility or workflow best practices tutorial to target at JCDL or even a special interest group session at ACL. I’m happy to support co-authorship on any such initiative.  Looking forward to your feedback and everyone’s input.  Best regards,  Michael",Dataset,Task
e92,Dr. Michael Bradley,worksOn,finalized caption for Figure 3,"I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting.","Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,genre segmentation methodology clarification,"The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora","Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,cross-reference statement for NER ambiguity examples,I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,annotation policy adjustments after preliminary inter-annotator agreement analysis,and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,updated caption and tabular summary preparation,You can find the updated caption and tabular summary in our shared Drive,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,bulleted documentation of annotation outliers,I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Michael Bradley,worksOn,internal compilation of minor revision tasks,"With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target.","Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,Dr. Ananya Chatterjee,worksOn,final ethics section amendments,if you foresee overlap with Ananya’s final ethics section amendments.,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Person,Task
e92,genre segmentation methodology,uses,Bengali-English parallel corpus,"The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora","Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Method,Dataset
e92,genre segmentation methodology,uses,English corpus,"The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora","Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Method,Dataset
e92,Bengali-English parallel corpus,usedFor,genre segmentation methodology clarification,with clear demarcation of workflow across the Bengali and English corpora,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Dataset,Task
e92,English corpus,usedFor,genre segmentation methodology clarification,with clear demarcation of workflow across the Bengali and English corpora,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Dataset,Task
e92,NER ambiguity analysis,usedFor,cross-reference statement for NER ambiguity examples,a brief cross-reference statement to direct readers to specific examples of NER ambiguity,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Method,Task
e92,Inter-Annotator Agreement (IAA) Metrics,evaluates,annotation policy adjustments after preliminary inter-annotator agreement analysis,annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Metric,Task
e92,annotation policy adjustments,usedFor,annotation policy adjustments after preliminary inter-annotator agreement analysis,annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.,"Thread ID: GUOAF3 Mail ID: MAILHZ4F1J3G Date: 9th November 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Caption for Fig. 3 & Edge Case Documentation (SUB-JOCCH-2019-0187)  Dear Ramesh, Sunita, and Ananya,  As promised, I am submitting the finalized caption for Figure 3, incorporating the team’s feedback from our 15 December meeting. The revised version more explicitly delineates the genre segmentation methodology, with clear demarcation of workflow across the Bengali and English corpora, and clarifies the edge cases noted in the supplementary “Annotator_Agreement_ByGenre” tables. I have appended a brief cross-reference statement to direct readers to specific examples of NER ambiguity (e.g., colonial administrative terms, ethnonyms differing by context) and provided a short note on the annotation policy adjustments undertaken after preliminary inter-annotator agreement analysis.  You can find the updated caption and tabular summary in our shared Drive under “Minor_Revisions > Fig3_Final_MBradley_17Dec21.docx.” Please review and let me know if further linguistic fine-tuning or formatting is required ahead of integrating with the master manuscript file. I have also included a bulleted documentation of annotation outliers to facilitate efficient reviewer response preparation.  With this, all requested minor revision tasks appear on track for internal compilation by our 20 December target. Please notify me promptly if any additional reviewer remarks need reinforcing within the caption, or if you foresee overlap with Ananya’s final ethics section amendments.  Many thanks once again for the collaborative momentum—we are nearly ready for resubmission.  Best regards,  Michael",Method,Task
