:ID,taskDate,taskName,:LABEL
tk1288,,prepare combined figures and tables PDF as per JOCCH guidelines,Task
tk1289,2020-02-12,draft the author response,Task
tk1291,2020-02-13,collective proofreading pass,Task
tk1293,2020-02-17,resubmission,Task
tk1294,,clarify label definitions for rare error types in the summary table,Task
tk1296,2021-02-13/2021-02-14,collective proofreading,Task
tk1297,2021-02-17,final proof and submission,Task
tk1298,,Indian archival compliance,Task
tk1300,2021-02-13,final proofreading,Task
tk1301,,verify that the revised author response includes the citation for “IACS_ApprovalLetter.pdf”,Task
tk1303,2021-02-14,complete proofreading and compile any final corrections,Task
tk1304,2021-02-15,formal submission to JOCCH,Task
tk1305,,cross-consistency pass,Task
tk1306,,supplementary validation,Task
tk1307,,integration and final packaging,Task
tk1309,,external peer review,Task
tk1310,2019-12-29,submit a revised version of your manuscript and supplementary material,Task
tk1312,,clarification of compliance protocols,Task
tk1314,,Table 2 formatting,Task
tk1315,,Compliance Protocol Clarification,Task
tk1321,2020-04-02,Draft updates,Task
tk1322,2020-04-07,Internal review and minor corrections,Task
tk1323,2020-04-10,Final proofreading and resubmission,Task
tk1327,,multi-line cell stabilization,Task
tk1328,,cross-platform PDF rendering issues,Task
tk1329,,LaTeX-to-Word conversion,Task
tk1331,,historical OCR noise threshold error analyses,Task
tk1334,,use the collaborative GSheet to record incremental updates and share draft sections,Task
tk1336,2025-03-26,26 March call,Task
tk1338,,reviewing all previous in-line commentaries,Task
tk1341,,annotation pipeline modifications for ambiguous anchor indices,Task
tk1342,,including explicit run-through examples in the notebook,Task
tk1343,,referencing the error quantification workflow to improve notebook transparency,Task
tk1344,Monday,supplying sample outputs related to the historical OCR noise thresholds,Task
tk1345,Monday,uploading sample outputs to the shared Drive in the “Supplementary-Finalization” folder,Task
tk1347,,drafting the compliance/additional protocol section,Task
tk1348,,adding a cross-reference in the opening markdown block of the notebook to the full compliance statement,Task
tk1349,2026-03-30,updating the “MinorRevision_ProgressTracker” as each notebook section is annotated,Task
tk1352,,notebook annotation,Task
tk1354,,sample output integration,Task
tk1357,,Q&A,Task
tk1362,2020-03-30,"preparation of a detailed flowchart and extended narrative covering anonymization, data retention duration, and secure destruction protocols",Task
tk1363,2020-04-01,final notebook upload,Task
tk1364,2020-04-02,all draft revisions ready for team review,Task
tk1365,2020-04-05,circulate the draft rebuttal and updated cover letter for final input,Task
tk1366,2020-04-10,complete a consolidated final submission,Task
tk1368,,address reviewer concerns about text misalignments and boundary overlaps,Task
tk1370,2020-04-01,review the table and share approval or required edits,Task
tk1371,,handling of edge case scenarios during anchor-based domain adaptation,Task
tk1372,,uploading the sample OCR noise outputs,Task
tk1373,,crosslinking the compliance protocol section,Task
tk1374,2024-04-02,review of the annotated notebook,Task
tk1378,,JOCCH minor revision,Task
tk1379,,upload finalized compliance protocol section and accompanying flowchart,Task
tk1382,,verify the uploaded materials in the “MinorRevision_ProgressTracker/FinalDraft_02Apr” folder,Task
tk1383,2020-04-05,send any last technical or substantive edits,Task
tk1385,2020-04-07,final team review,Task
tk1386,,annotate concerns or suggested phrasings for the rebuttal directly in the shared Google Doc,Task
tk1389,,final integration,Task
tk1390,7 April,internal review session,Task
tk1394,,formatting consistency verification,Task
tk1396,,cover letter review,Task
tk1397,end of 7 April,add brief comments in the FinalDraft_02Apr folder checklist,Task
tk1399,,monitor for successful submission and any system correspondence,Task
tk1401,,,Task
tk1402,,provide two additional references to recent cross-domain historical corpora to contextualize dataset selection criteria,Task
tk1403,,clarify the “Boundary Error” definition in a footnote in Table 2,Task
tk1404,,update the supplementary notebook’s documentation to reference the uploaded compliance protocol and flowchart in the introductory markdown cell,Task
tk1405,2019-02-18,"submit a clean, camera-ready version of the manuscript and supplementary files, together with a brief summary of final clarifications",Task
tk1406,2020-06-16,address minor clarifications before camera-ready deadline,Task
tk1408,,review and sign off on additions for completeness,Task
tk1411,2020-05-28,circulate initial drafts of changes in shared folder,Task
tk1412,,entity linking,Task
tk1413,,extraction,Task
tk1414,,semantic drift studies,Task
tk1415,,noisy text normalization,Task
tk1416,,historical entity mapping,Task
tk1417,,multilingual historical NLP benchmarks,Task
tk1418,,direct comparative evaluation in cross-domain settings,Task
tk1419,early June,integrated document review,Task
tk1422,,footnote placement for Table 2’s “Boundary Error” column,Task
tk1423,,merge additional corpus references,Task
tk1424,,cross-domain corpus references,Task
tk1426,,implement references and footnote in the latest LaTeX master,Task
tk1428,,run one final cross-platform check (Adobe Reader vs. browser-based viewers),Task
tk1430,,upload a preview screenshot or a temporary HTML export of the supplementary notebook,Task
tk1432,,run language/grammar check throughout the manuscript,Task
tk1435,10 June,lock the camera-ready master,Task
tk1436,2025-06-10,document freeze,Task
tk1437,2025-06-12,Zoom sign-off meeting,Task
tk1438,,finalize the submission package ahead of the ScholarOne upload window,Task
tk1441,,final camera-ready version preparation,Task
tk1443,,rephrasing the sentence beginning “Recent corpora such as GHPC…” in the cover letter summary,Task
tk1445,,team sign-off at the Zoom meeting,Task
tk1446,,circulating a Doodle poll,Task
tk1448,8 June,indicate availability for Zoom meeting,Task
tk1449,,"Rapid walkthrough of all final changes (PDF, notebook, cover letter)",Task
tk1451,,Consensus on file packaging and ScholarOne upload protocol,Task
tk1460,,Confirmation of submission procedure on ScholarOne,Task
tk1463,2021-06-15,"upload finalized PDF, supplementary notebook and cover letter to ScholarOne",Task
tk1464,,confirm authorship and conflict of interest declarations via ScholarOne,Task
tk1465,2021-06-14,send minor typographical corrections,Task
tk1467,within the next 48 hours,sign off authorship and conflict of interest declarations,Task
tk1468,2021-07-11,return corrections or formal approval of the galley proofs,Task
tk1469,2021-07-11,compile the final list of corrections to send to the editorial office,Task
tk1470,2019-07-11,final deadline,Task
tk1471,2019-03-10,notify additional minor typographical corrections or accessibility suggestions,Task
tk1474,,communicate corrections to JOCCH Production,Task
tk1475,,send the consolidated list and marked PDF to the JOCCH editorial office,Task
tk1476,,co-sign the covering note,Task
tk1477,this evening,provide a brief technical note on the accessibility changes,Task
tk1478,,"update ORCID, institutional webpages, and departmental repositories",Task
tk1479,,prepare a short summary for departmental news bulletins and public-facing platforms,Task
tk1482,,apply HistocrNLP to regional corpora,Task
tk1486,late September,Proposal to organize a webinar,Task
tk1487,next week,Meet on Zoom to plan the webinar in greater detail,Task
tk1491,,language preservation,Task
tk1493,,Q&A or a blog post timed with the publication,Task
tk1495,late-September,late-September webinar,Task
tk1496,,planning Zoom after the DOI arrives,Task
tk1502,,share summary draft and finalize core highlights,Task
tk1503,,ensure content alignment with IACS guidelines and circulate requests for approvals,Task
tk1504,week of 18–22 September,post-launch webinar,Task
tk1505,,,Task
tk1507,,each add 1–2 sentences reflecting institutional perspective or unique insights,Task
tk1511,2023-08-08,complete edits and institutional highlights,Task
tk1513,,coordinate with Oxford and Stanford communications teams,Task
tk1514,,planning session for late-September webinar,Task
tk1515,2023-08-09,Zoom meeting for webinar planning,Task
tk1517,,draft a brief meeting agenda,Task
tk1519,,provide a template for outreach emails,Task
tk1523,2023-08-08,adding a brief section on the significance of the pipeline for South Asian historical language corpora,Task
tk1524,,framing reproducibility efforts and broader relevance to ongoing digitization projects,Task
tk1525,,Zoom planning session for webinar,Task
tk1527,,share outreach email template and agenda draft ahead of meeting,Task
tk1528,,"finalize responsibilities for the event, registration, and promotion",Task
tk1529,,public launch of HistocrNLP work,Task
tk1530,,outreach and webinar plans,Task
tk1532,,section on the South Asian corpora,Task
tk1533,,add a paragraph on Stanford’s ongoing digitization partnerships,Task
tk1534,,share sentences about the importance of FAIR data principles,Task
tk1535,2025-08-08,edits on the Google Doc,Task
tk1537,,content review for webinar,Task
tk1538,,presenting the live demo during the webinar session,Task
tk1543,,integrate requested modifications for the IACS media release and coordinate approvals with communications team,Task
tk1544,2025-08-08,share outreach email template and proposed agenda,Task
tk1545,,send the Zoom invitation and circulate outreach materials,Task
tk1547,,digital heritage,Task
tk1548,,historical linguistics,Task
tk1549,,data-driven humanities,Task
tk1551,late September,late September webinar,Task
tk1554,,upcoming late-September webinar,Task
tk1555,,Review and sign-off on public summary & communications,Task
tk1557,,Confirming registration processes and cross-institutional promotion plan,Task
tk1559,,confirm your attendance,Task
tk1560,,add any discussion points or require additional documents for the session,Task
tk1562,2019-08-14,finalize and submit the summary to IACS media,Task
tk1563,,coordinate submission to Oxford and Stanford communications,Task
tk1565,,,Task
tk1566,,20-min technical demo,Task
tk1567,,15-min applications/case studies,Task
tk1568,,live Q&A,Task
tk1569,,open discussion,Task
tk1571,2019-08-20,prepare the draft slide deck framework,Task
tk1572,,review institutional mailing lists and possible partner organizations for webinar invitations,Task
tk1573,,lead on professional societies outreach,Task
tk1574,,share IACS registration portal link for feedback,Task
tk1575,2019-09-05,next check-in via email,Task
tk1578,,notify media office of DOI and publication date,Task
tk1582,,include additional messaging from IACS leadership in the official announcement,Task
tk1583,,communicate special requirements or compliance guidelines from Oxford and Stanford to IACS media team,Task
tk1584,,provide documents from IACS to collaborators for their respective media offices,Task
tk1587,,,Task
tk1589,,trigger the approval workflow once DOI and publication timeline are available,Task
tk1590,,clarify the equivalent media and communications process at Stanford and share required legal or open access statements,Task
tk1592,,coordinating with the Oxford IT support to ensure streaming compatibility for parallel live feeds,Task
tk1593,,Oxford’s media release workflow,Task
tk1596,at least 2 business days,Stanford’s media release review,Task
tk1597,,review of press statements referencing Stanford-affiliated researchers or institutional partnerships,Task
tk1598,,include Stanford’s preferred department naming conventions in materials,Task
tk1600,,include explicit mention of digital preservation and reproducibility priorities in materials,Task
tk1601,,adapt or request edits to OA statement and digital stewardship language,Task
tk1602,,send finalized release materials after DOI and official online publication date are confirmed,Task
tk1604,,provide compliance forms or data management assurances from Stanford side for the IACS or webinar setups,Task
tk1605,20 August,share draft slide deck framework,Task
tk1609,2025-08-25,add portions for the applications/case studies section,Task
tk1610,,finalize introduction narrative,Task
tk1611,2025-08-28,prepare registration portal and webinar technical infrastructure,Task
tk1615,2025-09-01,brief trial run (technical and content rehearsal),Task
tk1617,first week of September,technical and content rehearsal,Task
tk1618,,registration/streaming logistics and press release alignment,Task
tk1619,,comparative NLP analysis from the South Asian corpus segment,Task
tk1621,,named entity recognition in low-resource historical datasets,Task
tk1622,,complementary European corpus applications,Task
tk1623,2025-08-28,sharing specific slides or datasets,Task
tk1624,,testing the registration portal and rehearsal streaming walk-through,Task
tk1626,,public webinar for the HistocrNLP project,Task
tk1627,,extraction and normalisation of historical place names across multi-language corpora,Task
tk1628,2025-08-28,upload the relevant slides and a sample annotation schema to the shared drive,Task
tk1629,,update the registration portal,Task
tk1630,,distribute the link to Oxford’s digital humanities network and associated European partners,Task
tk1632,2 September,Slide deck walkthrough and final content uploads,Task
tk1633,,"Verification of streaming/recording settings (Zoom & YouTube), coordinated with IT support at both IACS and Oxford",Task
tk1634,,Sound/video checks for all panelists,Task
tk1635,,Registration/attendance dashboard walkthrough,Task
tk1636,,Troubleshooting contingency plan for live technical issues,Task
tk1637,28 August,upload slides,Task
tk1638,,issue the media release date proposal,Task
tk1639,,registration on the registration portal,Task
tk1640,,activate the public-facing version of the registration portal,Task
tk1641,,upload latest slide revisions to the shared drive,Task
tk1642,,review the new demo visualization and ensure the annotation legend is accessible,Task
tk1643,2025-09-02,final pass on narrative/slide transitions,Task
tk1644,,align on the structure and cross-reference South Asian and European datasets,Task
tk1645,,include explicit pointers to GitHub code repository and dataset documentation at the end of the case study segment,Task
tk1646,,add a checklist item for backup local recording on each speaker’s laptop,Task
tk1647,,discuss contingency plan live during rehearsal,Task
tk1648,2025-09-05,full trial run for the webinar,Task
tk1649,,rehearse the speaker handover,Task
tk1650,,confirm institutional disclaimers or mandatory statements about recorded content,Task
tk1654,,,Task
tk1655,,,Task
tk1656,,,Task
tk1657,7 September,send institution-specific webinar disclaimers/statements,Task
tk1658,today,finalize the public registration link and coordinate dissemination,Task
tk1659,8 September,circulate a draft press release for cross-institutional review,Task
tk1660,10 September,review the shared “final slides” folder for last tweaks,Task
tk1664,2025-09-10,confirm completion of checklist items,Task
tk1666,,draft press release matching ACM JOCCH metadata,Task
tk1667,,demo pipeline for sequence labeling,Task
tk1668,,interoperability section adjustments,Task
tk1670,,distribute finalized registration/public event link,Task
tk1671,,coordinate North American rollout with Stanford’s communications,Task
tk1672,,"join the Zoom webinar room 30 minutes ahead of schedule to confirm A/V, screen sharing, and backup recording",Task
tk1674,,updates to presentation content and logistics,Task
tk1675,,"dissemination of webinar registration link across IACS, Oxford, and Stanford channels",Task
tk1677,,announcement on Stanford event aggregator,Task
tk1679,,IT support standby to assist with backup streaming/recording settings and troubleshooting,Task
tk1681,EOD,coordinate revised speaker list for institutional guests or media personnel opening remarks,Task
tk1683,,"compilation of a structured knowledge base covering the methodologies, datasets, and code frameworks showcased in the webinar",Task
tk1685,,enhance the technical documentation on annotation and visualization tools,Task
tk1686,,,Task
tk1687,,,Task
tk1689,,Core Code Repositories & Data Processing Scripts,Task
tk1690,,"provide summaries of regional datasets, annotation schemas, and licensing details",Task
tk1692,2025-10-02,"gather component materials, draft summaries, and associated documentation",Task
tk1694,,consider a public GitHub Organization with private repo for internal drafts,Task
tk1696,,,Task
tk1697,,draft template consent statements,Task
tk1698,2025-10-02,assemble component materials,Task
tk1699,,,Task
tk1701,,confirm the meeting time,Task
tk1703,,prepare annotated summaries on South Asian corpus construction,Task
tk1705,,prepare setup instructions and versioned dependencies,Task
tk1706,,prepare sample Jupyter notebooks for the core sequence labeling workflow,Task
tk1707,,prepare guidelines for contributing additional models/annotation scripts,Task
tk1708,,prepare code-of-conduct and licensing statements,Task
tk1709,next week,prepare first drafts of the notebooks and a provisional README,Task
tk1710,,cross-check notebooks and README for usability and clarity,Task
tk1711,,confirm the preferred time slot for the sync meeting,Task
tk1712,,block calendar and circulate a Google Doc for live note-taking and action tracking,Task
tk1716,27 September,upload drafts to the shared folder,Task
tk1717,2 October,2 October milestone,Task
tk1718,,assistance with folder structure or permissions on the shared drive or GitHub Organization setup,Task
tk1719,,"documentation for primary dataset characteristics (size, temporal scope, digitization protocols)",Task
tk1721,,technical note preparations and action tracking document,Task
tk1724,,initiate a GitHub Organization (‘histocrnlp-collab’) for source control and external transparency,Task
tk1725,,"upload in-progress documentation, drafts, and feedback",Task
tk1726,,prepare a brief (2-minute) overview of contributions and planned uploads,Task
tk1727,,discuss particular technical or organizational challenges in advance,Task
tk1729,,technical barriers for public release,Task
tk1730,,desired templates for dataset summaries,Task
tk1731,,data compilation,Task
tk1732,,toolchain documentation,Task
tk1733,,agreement on public vs. internal repository structure within new GitHub Organization,Task
tk1734,,review of folder access and permission issues on IACS-drive and GitHub,Task
tk1735,27 September,dataset & code documentation uploads,Task
tk1736,,GDPR/licensing notes,Task
tk1737,2 October,pre-vetting,Task
tk1738,,"technical standards (metadata formats, Jupyter/Python package versions)",Task
tk1739,,actionable next steps for each member,Task
tk1740,,share links to in-progress drafts before the call,Task
tk1742,,data licensing and citation,Task
tk1743,,annotation toolchain setup,Task
tk1744,,upload a draft of the technical setup instructions,Task
tk1745,,upload a sample notebook,Task
tk1746,,walkthrough of current technical documentation progress,Task
tk1748,,knowledge base compilation,Task
tk1749,,prepare a sample Dockerfile and coordinate notebook structure,Task
tk1750,,draft GDPR guidance and sample consent materials for FAQs,Task
tk1751,2019-09-25,supply standardized dataset citation templates for IACS-affiliated corpora,Task
tk1752,2019-09-27,"upload all major documents, annotated notebooks, and dataset summaries for team review",Task
tk1753,2019-09-25,"upload technical setup guide, sample notebook, and initial Dockerfile",Task
tk1754,2019-09-26,share GDPR overview and consent templates,Task
tk1756,,"integrate all uploads, coordinate pending access or permissions, and assemble a preliminary FAQ",Task
tk1757,2019-09-28,review checkpoint via email to consolidate feedback ahead of the 2 October content freeze,Task
tk1758,2025-09-26,assembling the preliminary FAQ,Task
tk1759,2025-09-26,add suggestions to the FAQ,Task
tk1760,,serve as point-of-contact for access or permissions requests,Task
tk1762,,prepare technical setup guide and Dockerfile,Task
tk1764,,integrate IACS dataset citation and annotation schema templates,Task
tk1765,2025-09-27,have all core components ready for review,Task
tk1766,2025-09-28,feedback consolidation,Task
tk1767,,assigned deliverables for the knowledge base project,Task
tk1768,,assemble the initial FAQ,Task
tk1769,,upload the first draft of the technical setup instructions to the internal/private repository on GitHub,Task
tk1770,,,Task
tk1773,2025-09-27,coordinate resolutions for permissions issues before the content freeze,Task
tk1774,,integrate references within the setup guide and sample README templates,Task
tk1777,,provide suggestions for legal footnotes or references for technical documentation and knowledge base README,Task
tk1778,2025-09-27,finalize GDPR and consent-related sections,Task
tk1779,,sequence labeling,Task
tk1780,,incorporate the core citation example into the FAQ and the main knowledge base README,Task
tk1782,,provide additional context from Oxford’s guidelines for multi-institutional dataset attribution,Task
tk1783,2025-09-27,complete final checks,Task
tk1784,2025-09-28,consolidate the full knowledge base package and execute a thorough internal review,Task
tk1787,,"compiling and reviewing the documentation, technical materials, and compliance components for the historical NLP knowledge base",Task
tk1788,today 18:00 IST,"Final review of docs/faq/, docs/legal/, and docs/compliance/",Task
tk1790,,indicate final compliance notes or adjustments needed for dataset attribution in the schema documentation,Task
tk1791,29 September,prepare a public draft of the knowledge base for release on the histocrnlp-collab organization,Task
tk1792,,collective consideration of initial publication targets (conference vs. journal),Task
tk1793,,public release,Task
tk1794,today,final sync of the GitHub “histocrnlp-collab” repository,Task
tk1795,,issue a public announcement,Task
tk1796,,final export,Task
tk1797,,recheck any system dependencies prior to release,Task
tk1799,next week,draft a features matrix contrasting the two venues’ requirements and timelines,Task
tk1800,next week,preparing this comparison,Task
tk1801,,prepare a features matrix comparing JOCCH and ACL 2022 as potential submission venues,Task
tk1802,,,Task
tk1803,,,Task
tk1805,,PhD progression reviews,Task
tk1806,this academic year,conference presentation,Task
tk1807,,resource paper at ACL,Task
tk1811,,digital humanities publication trends,Task
tk1814,,evaluating fit,Task
tk1815,,presenting at ACL 2022,Task
tk1819,,extracting concrete timeline details for each venue,Task
tk1820,2022-10-03,meeting,Task
tk1822,,prepare targeted questions or institutional notes,Task
tk1823,,multi-stage publication strategies in the digital humanities,Task
tk1826,tomorrow evening,circulate the draft matrix and relevant links,Task
tk1827,ahead of the meeting,review draft matrix and flag questions or additional data needs,Task
tk1830,,Institutional and career priority mapping (PhD and faculty considerations),Task
tk1831,,Data/code transparency strategy alignment,Task
tk1832,,"Open discussion of staged submission methodologies, drawing on digital humanities precedents from Oxford and Stanford",Task
tk1835,,circulate the draft matrix and resources,Task
tk1836,,add Oxford-specific insights on iterative and dual-track publication strategies in the comments section,Task
tk1837,2019-05-22,Submission Venue Matrix Review,Task
tk1838,2022-11-30,prepare ACL 2022 Resource Track submission,Task
tk1839,2019-10-06,initiate the manuscript structure (per ACL template) and set up Overleaf,Task
tk1840,2019-10-08,draft the data/code transparency statement,Task
tk1842,,verify institutional co-authorship and funding acknowledgment requirements,Task
tk1843,2019-10-10,check-in meeting,Task
tk1844,,ACL 2022 Resource Track submission,Task
tk1846,,open data and code archiving,Task
tk1848,,initiating the Overleaf template,Task
tk1849,2022-10-08,prepare the data/code transparency statement,Task
tk1851,2022-10-10,10 October check-in,Task
tk1855,,IACS library support for repository options,Task
tk1857,,drafting an overview of Oxford and UK digital humanities experiences with staged submissions and dual-publishing strategies,Task
tk1858,2025-10-09,upload summary,Task
tk1859,,initial draft of the data/code transparency statement,Task
tk1860,,coordinated planning for open data archiving requirements for ACL and the journal expansion route,Task
tk1861,,"establishing an Overleaf comments thread dedicated to action items, manuscript versioning, and deadlines",Task
tk1865,,review of repository access and embargo sections for compatibility with IACS policies and library processes,Task
tk1866,late-October,anticipated internal review,Task
tk1868,,annotating relevant Overleaf sections,Task
tk1869,,IACS/Zenodo repository planning,Task
tk1870,,planned release strategy leveraging dual repositories,Task
tk1871,,standard application via the IACS research office for embargo and restricted access,Task
tk1872,,appending a short procedural summary as supplemental note or supplementary compliance documentation,Task
tk1873,,harmonizing the transparency narrative with main impact and ethical considerations sections,Task
tk1876,,benchmarking global compliance and anticipating reviewer expectations from JOCCH and similar venues,Task
tk1881,,incorporated initial edits in the Introduction and Evaluation sections,Task
tk1882,this week,reviewing Introduction and Evaluation sections,Task
tk1883,end-October,full manuscript draft,Task
tk1886,,review of edits in the Introduction and Evaluation sections,Task
tk1887,,,Task
tk1893,,"confirmation of author order, roles, and final wording of the funding statement and acknowledgments",Task
tk1894,,,Task
tk1895,,"timeline review: updated milestones for the first complete draft, pre-submission checklist, and revised ACL resource track deadlines",Task
tk1896,,"open discussion: outstanding issues, next action items, assignment of drafting/editorial responsibilities ahead of internal review",Task
tk1900,2023-10-27,timeline revision,Task
tk1901,2023-10-15,policy review,Task
tk1902,2023-10-18,update respective sections on Overleaf,Task
tk1904,,coordination of Overleaf comments for outstanding references and section assignments,Task
tk1907,,complete funding and acknowledgments section,Task
tk1908,,cross-review Impact/Related Work for dual-publishing synthesis,Task
tk1910,,add comparative note referencing UKRI and Stanford protocols,Task
tk1911,,3-day circulation for internal review and compliance checks,Task
tk1917,,mapping to the ACL checklist,Task
tk1920,2025-10-18,IACS policy review,Task
tk1921,,edits to the Impact and Supplementary sections,Task
tk1924,tomorrow evening,finalize contributions to the Results and Acknowledgments sections,Task
tk1925,,internal manuscript circulation,Task
tk1927,18 October,final integrated read-through,Task
tk1929,19 October,coordinate a brief 30-minute Zoom session on 19 October to review harmonized compliance language and resolve lingering points,Task
tk1934,,assignment of last internal review responsibilities and timeline for formal internal circulation to all authors,Task
tk1936,,ACL resource track submission,Task
tk1937,23 October,sign off on the submission checklist,Task
tk1938,4 November,planned ACL submission,Task
tk1939,,Revise “synthetic sample” language and double-check UKRI compliance note,Task
tk1940,,Verify Results section numerics/annotation stats and finalize supplementary checklist,Task
tk1941,,Apply minor editorial and formatting fixes and manage Overleaf snapshot for internal sign-off,Task
tk1942,,Final check of Supplementary Compliance doc before upload,Task
tk1943,22 October,Confirm completion of designated action items in Overleaf,Task
tk1944,,revisions to the “synthetic preview sample” section in the Supplementary Materials,Task
tk1945,,,Task
tk1946,,cross-verifying the statistics in the Results section,Task
tk1949,2025-10-23,submission checklist sign-off,Task
tk1952,2025-11-04,final review ahead of the 4 November deadline,Task
tk1953,,confirm approval of the manuscript by end of day tomorrow,Task
tk1959,,resource-sharing under ACL resource track and multi-institutional guidelines,Task
tk1962,2020-10-26,review packaged files,Task
tk1968,,monitor notifications from ACL and relay updates,Task
tk1969,2019-06-16,pre-review revision,Task
tk1970,2022-01-15,notification of review outcome,Task
tk1971,2019-09-14,"revised, camera-ready version submission",Task
tk1973,this weekend,prepare a draft of the revised annotation provenance section,Task
tk1975,next week,comprehensive check of manuscript formatting and cross-referencing,Task
tk1976,2021-02-07,complete our team’s internal review,Task
tk1977,2021-02-15,15 February submission deadline,Task
tk1978,2025-01-24,revising the compliance appendix,Task
tk1979,,annotation provenance improvements,Task
tk1982,,identifying historical reference samples,Task
tk1983,,rephrasing language in Section 4 as you elaborate the annotation provenance,Task
tk1984,2025-01-24/2025-01-28,manuscript formatting and cross-referencing,Task
tk1986,,parallel review focusing on section numbering and compliance with the latest conference guidelines,Task
tk1987,15 February,final formatting,Task
tk1988,,revision draft for Section 4,Task
tk1994,,Action Item Review,Task
tk1995,,recapitulation of revision feedback from the ACL reviewers,Task
tk1998,7 February,Agreeing on timeframes for section drafts and internal feedback cycles,Task
tk1999,week of 8–14 February,final Overleaf integration and pre-submission checks,Task
tk2000,,Outstanding Compliance & Administrative Tasks,Task
tk2004,,aligning annotation provenance with compliance notes,Task
tk2006,,Confirming communication channel (email/Slack) for interim queries,Task
tk2007,,Scheduling a short follow-up check-in before camera-ready submission,Task
tk2009,2021-01-26,draft expanded and clarified Section 4 - Annotation Provenance,Task
tk2010,2021-01-24,revise Compliance Appendix structure and language,Task
tk2011,2021-01-25/2021-01-28,Formatting & Cross-Referencing parallel reviews,Task
tk2012,2021-01-30,upload all section drafts to Overleaf,Task
tk2013,2021-01-31/2021-02-07,internal comprehensive review and feedback round,Task
tk2014,2021-02-08/2021-02-12,"final integration, administrative form preparation, and upload checks",Task
tk2016,,verify all co-author and institutional metadata in submission portal,Task
tk2017,,oversee generation and cross-checking of compliance checklist and camera-ready PDF,Task
tk2019,,explore template tools and investigate latest ACL macros for Overleaf,Task
tk2020,,circulate section drafts and provide written feedback in Overleaf comments,Task
tk2021,2021-02-13/2021-02-14,brief follow-up email check-in to confirm camera-ready upload and administrative completion,Task
tk2022,2021-02-15,complete camera-ready upload and administrative tasks,Task
tk2026,28 January,insert comments or suggestions in Overleaf,Task
tk2027,,planned internal review round,Task
tk2028,2025-01-29,leave specific comments and suggestions directly in Overleaf,Task
tk2031,31 Jan–7 Feb,internal review phase,Task
tk2032,from 1 February,template and section number review,Task
tk2033,by 5 February,logging final comments or minor corrections in Overleaf,Task
tk2034,8–12 February,harmonization before the integration phase,Task
tk2037,,double-check auto-generated labels in the compliance checklist subsection,Task
tk2039,,insert new resource URLs in the shared reference file,Task
tk2040,2021-02-05,log minor corrections directly in Overleaf,Task
tk2041,5 February,final corrections in Overleaf,Task
tk2042,6–10 February,harmonization phase,Task
tk2044,15 February,ACL official deadline,Task
tk2047,tomorrow,confirm whether the “synthetic instance generation protocol” description in the compliance appendix matches the latest text in Section 4,Task
tk2048,2021-02-09,"final scan for remaining template or macro issues, especially around reference list formatting or supplementary material links",Task
tk2050,2021-02-12,"final integration, PDF validation, and Softconf upload",Task
tk2052,,,Task
tk2053,,,Task
tk2058,,ACL camera-ready deadline,Task
tk2061,2019-09-26,finalize registration and indicate participation (oral/poster),Task
tk2062,2019-09-21,submit extremely minor post-acceptance corrections,Task
tk2064,2021-02-23,author contact details correction,Task
tk2065,,publication in the conference proceedings,Task
tk2066,,forthcoming presentation at ACL 2021,Task
tk2067,2019-10-03,confirm the presenting author,Task
tk2068,2019-10-08,conference registration,Task
tk2069,,proceedings release form signing,Task
tk2072,,on-site check-in,Task
tk2073,2019-10-09,finalized program and session abstracts distribution,Task
tk2074,,session scheduling,Task
tk2077,2021-03-15,final program and session abstracts,Task
tk2078,,"oral session ""NLP for Historical Data and Digital Heritage""",Task
tk2080,2019-10-09,final program announcement distribution,Task
tk2081,2019-11-30,slide upload,Task
tk2082,2019-11-18,request additional AV equipment,Task
tk2083,2019-11-13,adjust abstract or presenting author designation,Task
tk2084,,slide preparation,Task
tk2088,,update the abstract,Task
tk2089,2019-11-13,final program update,Task
tk2090,,submit the revised abstract as a Word or PDF document attachment via reply to this email,Task
tk2091,,ensure that the revised abstract does not exceed the original character or word limit,Task
tk2092,,attach a brief note explaining the nature of the changes,Task
tk2093,,review the submission and confirm its incorporation into the online proceedings and printed program,Task
tk2095,,annotation alignment,Task
tk2096,,cross-institutional dataset benchmarking,Task
tk2097,,review of updated abstract,Task
tk2098,,update online proceedings and printed program,Task
tk2101,,preparation of the final presentation slides,Task
tk2102,2020-04-18,share current draft of the slides,Task
tk2103,2019-11-30,official slide upload deadline,Task
tk2105,,cross-institutional benchmarking,Task
tk2106,,synthetic instance protocol,Task
tk2107,April 18,finalizing the draft slides,Task
tk2112,,clear dataset labeling,Task
tk2113,,Full presentation walkthrough by Sunita,Task
tk2115,,Discussion of remaining action items prior to upload,Task
tk2116,2020-04-18,circulate the PowerPoint file (or PDF if preferred),Task
tk2119,,create clear visual comparison between traditional and provenance-aware metrics,Task
tk2124,2021-04-24,presentation dry run,Task
tk2126,,"practicing concise responses to potential audience questions, particularly around the scalability of our annotation approach and cross-dataset generalizability",Task
tk2127,,draft Q&A talking points,Task
tk2128,,,Task
tk2129,,annotation approach,Task
tk2133,tomorrow,rehearsal,Task
tk2135,,targeted feedback round by slide/section,Task
tk2137,,Q&A drill and strategy session,Task
tk2138,,final slide deck submission for ACL upload,Task
tk2140,,ACL submission portal closure,Task
tk2141,,historical sample illustration,Task
