:ID,mailDate,mailNum,subject,:LABEL
e250,10th March 2021,MAILU3CVH92B,Submission of Minor Galley Proof Corrections – SUB-JOCCH-2021-0612,Email
e251,13th March 2021,MAILDE87S4A0,Confirmation of Correction Receipt & Article Scheduling – SUB-JOCCH-2021-0612,Email
e252,17th March 2021,MAILX9HM7EN2,Re: Confirmation of Correction Receipt & Article Scheduling – SUB-JOCCH-2021-0612,Email
e253,19th March 2021,MAILQ2B7SZMJ,Online Publication Date and DOI Details – SUB-JOCCH-2021-0612,Email
e254,20th March 2021,MAIL1KDZCV2Q,"Congratulations and Post-Publication Outreach – ""HistocrNLP"" Article in JOCCH",Email
e255,23rd March 2021,MAIL7S2DFN4J,"Re: Congratulations and Post-Publication Outreach – ""HistocrNLP"" Article in JOCCH",Email
e256,25th March 2021,MAILU8F3B2HS,"Re: Congratulations and Post-Publication Outreach – ""HistocrNLP"" Article in JOCCH",Email
e257,27th March 2021,MAILF7R6P1XZ,Coordinating Outreach Tasks and Webinar Planning,Email
e258,30th March 2021,MAIL3AL8V2XQ,Initial Summary Draft and Coordination—HistocrNLP Outreach & Webinar,Email
e259,31st March 2021,MAILJ9QL47AW,Re: Initial Summary Draft and Coordination—HistocrNLP Outreach & Webinar,Email
e260,1st April 2021,MAILZ4R2TN6F,Re: Initial Summary Draft and Coordination—HistocrNLP Outreach & Webinar,Email
e261,2nd April 2021,MAILR3S6BZ1P,Re: Initial Summary Draft and Coordination—HistocrNLP Outreach & Webinar,Email
e262,4th April 2021,MAILSX28F5KL,"Outreach Email Template, Agenda, and Finalising Webinar Prep",Email
e263,5th April 2021,MAILAWJX27YM,Zoom Invitation: HistocrNLP Outreach & Webinar Planning Meeting,Email
e264,6th April 2021,MAILY6E8VB2S,Minutes: HistocrNLP Outreach & Webinar Planning Meeting (5th April 2019),Email
e265,9th April 2021,MAILBG4W5KQT,Submission of Finalized Lay Summary & Update on IACS Media Coordination,Email
e266,11th April 2021,MAILQZX58J9L,Media Release Coordination: Oxford Requirements & Next Steps for Webinar,Email
e267,12th April 2021,MAILE8G5NZ0R,Stanford Media Office Process & Webinar Slide Deck Draft Timeline,Email
e268,14th April 2021,MAIL44VF1S8P,Review of Webinar Slide Deck Draft & Next Steps for Event Coordination,Email
e269,17th April 2021,MAILJ4FBX6ZT,Webinar Content Rehearsal – Availability & Coordination for Early September,Email
e270,18th April 2021,MAIL2QZR75GS,Availability for Webinar Rehearsal & Case Study Coordination,Email
e271,21st April 2021,MAILWY38KP1N,Webinar Registration Portal Live & Technical Checklist for Rehearsal,Email
e272,23rd April 2021,MAIL3PNZX8RS,Confirming Registration Portal Functionality & Slide Upload Update,Email
e273,25th April 2021,MAILC9G8PYQ3,Final Webinar Content Confirmation & Last-Minute Technical Prep,Email
e274,29th April 2021,MAILNQ9BX47S,Webinar Rehearsal Minutes & Final Action Items Before Public Event,Email
e275,30th April 2021,MAILE839T6Q5,Webinar Disclaimers and Final Review of Slide Deck,Email
e276,2nd May 2021,MAILZXC943FD,Final Checklist Confirmation & Webinar Launch Logistics,Email
e277,3rd May 2021,MAIL46DBNOQ2,Public Event Link Distribution & Day-of Logistics,Email
e278,5th May 2021,MAIL2X93KLQP,Post-Webinar Thanks and Suggestions for Knowledge Base Compilation,Email
e279,6th May 2021,MAILWL3UFZ84,Next Steps for Knowledge Base Compilation – Outline & Task Delegation,Email
e280,8th May 2021,MAILGB94V1KT,Re: Next Steps for Knowledge Base Compilation – Outline & Task Delegation,Email
e281,9th May 2021,MAIL68BNSKW3,Knowledge Base: Technical Documentation Tasks & Preferred Meeting Slot,Email
e282,10th May 2021,MAIL2XT94GQ1,Confirming 22 Sept Meeting: Time Proposal & South Asian Datasets Update,Email
e283,11th May 2021,MAILE94JK21Z,Re: Confirming 22 Sept Meeting: Time Proposal & Logistics,Email
e284,12th May 2021,MAILSZ8KQPL2,Knowledge Base Sync Meeting - Agenda & Google Doc Link,Email
e285,12th May 2021,MAILUB4J6X3K,Knowledge Base Sync Meeting – Pre-Meeting Notes & Technical Questions,Email
e286,13th May 2021,MAIL5QK72NJS,Knowledge Base Sync Meeting – Summary Minutes & Immediate Action Items,Email
e287,14th May 2021,MAIL84GSYMT5,Re: Knowledge Base Sync Meeting – Minutes Acknowledged & FAQ Integration,Email
e288,15th May 2021,MAILE12CRJK9,Technical Document Uploads and Docker Test Coordination,Email
e289,16th May 2021,MAIL3PXVZ78A,GDPR & Consent Materials Uploaded – Request for Feedback,Email
e290,17th May 2021,MAILZX92EPC3,IACS Citation Guidelines and Annotation Schema Template – Uploaded,Email
e291,17th May 2021,MAILXQ9821LM,Consolidated Knowledge Base – Pre-Submission Feedback Summary and Final Checklist,Email
e292,18th May 2021,MAIL72GZFEM6,Public Draft Release Confirmed & Next Steps on Submission Venue,Email
e293,19th May 2021,MAILE42V7BQN,Re: Public Draft Release Confirmed & Submission Venue Considerations,Email
e294,20th May 2021,MAIL5LQ1X08B,Re: Submission Venue Matrix & Meeting Coordination,Email
e295,21st May 2021,MAILR7Q4W2JZ,Re: Submission Venue Matrix & Coordination for Decision Meeting,Email
e296,21st May 2021,MAIL892JSQKL,RE: Submission Matrix Draft & Confirmation of Meeting Slot,Email
e297,22nd May 2021,MAILV2HN9P1K,"Re: Meeting Link for Submission Matrix Discussion, 3 October",Email
e298,23rd May 2021,MAILK8L0W3XD,Minutes of Submission Matrix Meeting (3 October) & Next Steps,Email
e299,23rd May 2021,MAILXU59T0SH,Re: Meeting Minutes Receipt & Early Planning for ACL Manuscript,Email
e300,24th May 2021,MAILN4ZD8JQE,Overleaf ACL Template & Initial Manuscript Draft Access,Email
e301,25th May 2021,MAIL3U8F7OCR,Re: Overleaf ACL Template & Dual-Publishing Practices Input,Email
e302,26th May 2021,MAILJ87KC3PQ,Draft Data/Code Transparency Statement for Team Review,Email
e303,27th May 2021,MAILEP0QZ7L2,Re: Data/Code Transparency Statement Draft & Repository Policy Feedback,Email
e304,28th May 2021,MAIL5YXW3GVT,Check-In: Consolidated Feedback and Next Steps for Manuscript Sections,Email
e305,28th May 2021,MAILLM21K4TF,Re: Confirmation for 12 October Zoom Coordination & Compliance Templates,Email
e306,29th May 2021,MAILLX9T7VJ3,"Re: Overleaf Updates, Compliance Templates, and Zoom Coordination Confirmation",Email
e307,29th May 2021,MAILE8G5JV72,Zoom Meeting Link & Agenda for 12 October Coordination,Email
e308,30th May 2021,MAIL97FQPJ2X,Minutes and Action Points: 12 October Coordination Zoom Meeting,Email
e309,31st May 2021,MAILT2K1X8QP,Drafted Evaluation Metrics Narrative and Overleaf Annotations,Email
e310,2nd June 2021,MAILJNQ82SLA,Overleaf Feedback: Evaluation Metrics Narrative & Policy Review Update,Email
e311,3rd June 2021,MAILWQ3E1F7V,IACS Policy Review: Embargo Note Finalization and Compliance Integration,Email
e312,4th June 2021,MAILA5KP7QTB,Scheduling 19 October Final Manuscript Review – Zoom Link Enclosed,Email
e313,5th June 2021,MAILYG5U2PDM,Minutes and Action Items: Final Integrated Manuscript Review (19 October),Email
e314,7th June 2021,MAIL52NVGKR3,Confirmation of Action Items & Final Internal Sign-Off for ACL Submission,Email
e315,8th June 2021,MAILK7Q3DJPA,Final Sign-Off: ACL Resource Track Manuscript and Submission Readiness,Email
e316,9th June 2021,MAILS9CK37PB,ACL Submission Draft Ready: Request for Final Author Approval Before Upload,Email
e317,10th June 2021,MAILE8LF9SYW,Final Approval: ACL Submission Package – Ready for Portal Upload,Email
e318,11th June 2021,MAILBG5C29QT,ACL Resource Track Submission Confirmation and Assigned Submission ID,Email
e319,13th June 2021,MAILU7ZT14MB,Acknowledgment of ACL 2021 Resource Track Submission (SUB-ACL-2021-0842),Email
e320,19th August 2021,MAILG8B2MJK9,ACL 2021 Resource Track Decision Notification: Paper SUB-ACL-2021-0842,Email
e321,20th August 2021,MAILVS849QPL,ACL 2021 Reviewer Feedback and Camera-Ready Revision Plan,Email
e322,21st August 2021,MAIL93N5XELV,Re: ACL 2021 Reviewer Feedback and Camera-Ready Revision Plan,Email
e323,22nd August 2021,MAILHY4QLG28,Re: ACL 2021 Reviewer Feedback and Camera-Ready Revision Plan,Email
e324,23rd August 2021,MAILF2MN5GQ7,Re: ACL 2021 Reviewer Feedback and Camera-Ready Revision Plan,Email
e325,24th August 2021,MAILT19GBXE3,Agenda for ACL 2021 Revision Coordination Meeting (22 Jan),Email
e326,25th August 2021,MAIL7VGD2NHK,Zoom Link for ACL 2021 Camera-Ready Revision Meeting,Email
e327,25th August 2021,MAILEQF9GH56,Minutes: ACL 2021 Camera-Ready Revision Coordination Meeting (22 Jan),Email
e328,26th August 2021,MAILK1MC7PL9,Draft Compliance Appendix for ACL 2021 Camera-Ready – Ready for Review,Email
e329,28th August 2021,MAILD7CHP416,Draft of Section 4: Annotation Provenance for Camera-Ready Submission,Email
e330,31st August 2021,MAIL8ZHF23QX,Internal Review Phase: Final Comments on Section 4 & Compliance Appendix,Email
e331,3rd September 2021,MAIL56RZ3N2L,Formatting & Cross-Referencing Update for ACL 2021 Submission,Email
e332,6th September 2021,MAILJR8H24YQ,Final Internal Corrections and Camera-Ready Submission Timeline (ACL 2021),Email
e333,7th September 2021,MAILY5U3QJ17,Harmonization Progress & Emergency Clarification Request Protocol (ACL 2021 Submission),Email
e334,9th September 2021,MAIL3UPLKYGX,Final Compliance Appendix Confirmation & Minor Editorial Notes (ACL 2021 Camera-Ready),Email
e335,10th September 2021,MAIL9A4SJXTB,Final Template Check and Manuscript Ready for Softconf Upload,Email
e336,12th September 2021,MAILME2NFXQG,ACL 2021 Camera-Ready Manuscript and Supplementary Files Successfully Submitted,Email
e337,12th September 2021,MAILEU947XCF,ACL 2021 Camera-Ready Submission Acknowledgment [Submission ID: SUB-ACL-2021-0471],Email
e338,18th September 2021,MAILJT49DFXQ,Camera-Ready Final Acceptance and Schedule - ACL 2021 [Submission ID: SUB-ACL-2021-0471],Email
e339,20th September 2021,MAILK57YWXQJ,Minor Author Detail Correction Request – ACL 2021 [Submission ID: SUB-ACL-2021-0471],Email
e340,23rd September 2021,MAILLY43FSTP,Author Detail Correction Processed – ACL 2021 [Submission ID: SUB-ACL-2021-0471],Email
e341,28th September 2021,MAILQU62SKVL,ACL 2021 Session Scheduling and Registration Instructions,Email
e342,29th September 2021,MAILA83CFPLM,Presenting Author Confirmation and Registration Process – ACL 2021,Email
e343,1st October 2021,MAILTF58BZQH,Confirmation of Presenting Author and Registration Record – ACL 2021,Email
e344,5th October 2021,MAILWS8XY0NJ,Registration and Proceedings Release Form Submission – ACL 2021,Email
e345,6th October 2021,MAILF59GHYWR,Registration and Documentation Receipt Confirmation – ACL 2021,Email
e346,11th October 2021,MAILS91TZF2X,Final Program and Oral Presentation Guidelines – ACL 2021,Email
e347,15th October 2021,MAILP53VHB2T,Oral Presentation Logistics – ACL 2021,Email
e348,17th October 2021,MAILK3YQ7PV7,Abstract Modification Procedure – ACL 2021 Oral Presentations,Email
e349,21st October 2021,MAILUX48MP20,Submission of Revised Abstract for Oral Presentation – ACL 2021,Email
e350,23rd October 2021,MAILC49TNRF2,Confirmation of Revised Abstract Receipt – ACL 2021 Oral Presentation,Email
e351,29th October 2021,MAILJ81N4XFR,Final Confirmation – Revised Abstract Incorporated in ACL 2021 Proceedings,Email
e352,2nd November 2021,MAILWQ84POLN,Coordination on Final Slide Preparation & Dry Run for ACL 2021 Oral Presentation,Email
e353,4th November 2021,MAILBGN4TZU5,Re: Coordination on Final Slide Preparation & Dry Run for ACL 2021 Oral Presentation,Email
e354,5th November 2021,MAILT3K5NVL2,Re: Coordination on Final Slide Preparation & Dry Run for ACL 2021 Oral Presentation,Email
e355,7th November 2021,MAIL8JN5DLQ2,Proposed Time Slots for Dry Run – ACL 2021 Oral Presentation,Email
e356,8th November 2021,MAILVR69CHU8,Re: Proposed Time Slots for Dry Run – ACL 2021 Oral Presentation,Email
e357,9th November 2021,MAILEF43PLXO,Re: Proposed Time Slots for Dry Run – ACL 2021 Oral Presentation,Email
e358,10th November 2021,MAILJG8KX9VM,Feedback on Slide Deck & Final Items for ACL 2021 Dry Run,Email
e359,11th November 2021,MAIL6LG2V91X,Re: Feedback on Slide Deck & Q&A Talking Points for ACL 2021 Dry Run,Email
e360,11th November 2021,MAILSRK8Z10C,Final Agenda and Meeting Logistics – ACL 2021 Dry Run (24 April),Email
e361,13th November 2021,MAILP7DS4V3K,Summary & Action Points – Dry Run for ACL 2021 Oral Presentation,Email
e362,14th November 2021,MAILA92FDG5S,Re: Summary & Action Points – Dry Run for ACL 2021 Oral Presentation,Email
e363,15th November 2021,MAILMKT398YD,Final Slide Deck for ACL 2021 – Last Call for Comments,Email
e364,16th November 2021,MAIL4G8V5E2Y,Re: Final Slide Deck for ACL 2021 – Approval and Submission Logistics,Email
e365,16th November 2021,MAILPLU9S0KM,Submission Confirmation – ACL 2021 Oral Presentation Materials,Email
e366,14th December 2021,MAILR6QP7HD4,Decision Notification – ACL 2021 Oral Presentation (Submission ID: SUB-ACL-2022-1098),Email
e367,15th December 2021,MAILW8F1VYQ3,Planning for Camera-Ready Submission – ACL 2021 Accepted Talk,Email
e368,16th December 2021,MAIL7HS39AFQ,Re: Planning for Camera-Ready Submission – ACL 2021 Accepted Talk,Email
e369,18th December 2021,MAILDSM73KXQ,Re: Camera-Ready Submission – Meeting Availability and Next Steps,Email
e370,19th December 2021,MAILE812V3PK,Re: Camera-Ready Submission – Confirming Meeting Time and Suggestions,Email
e371,20th December 2021,MAIL2AXY9VWR,"Re: Camera-Ready Submission – Agenda, Checklist & Preliminary Materials",Email
e372,22nd December 2021,MAILJX5T3QPW,"Re: Camera-Ready Submission – Agenda, Checklist & Preliminary Materials",Email
e373,23rd December 2021,MAIL4PY6JQB3,Camera-Ready Review Meeting – Join Link & Last-Minute Preparations,Email
e374,24th December 2021,MAIL95LX4YTQ,Camera-Ready Review Meeting – Minutes and Next Steps,Email
e375,26th December 2021,MAILNT7W4QZV,Re: Camera-Ready Review Meeting – Minutes and Next Steps,Email
e376,27th December 2021,MAILEV5P6HJL,"Re: Camera-Ready Review – Visuals, Compliance Updates, and Final Steps",Email
e377,29th December 2021,MAILV27FG81B,Final Checklist Review and Submission Readiness Confirmation,Email
e378,30th December 2021,MAILJK39DPZC,Camera-Ready Submission Confirmation and Final Materials,Email
e379,31st December 2021,MAILEU7QX13A,ACL 2022 Camera-Ready Submission – Acknowledgment (SUB-ACL-2022-0047),Email
e380,12th January 2022,MAILT5B8WY2C,ACL 2022 Camera-Ready Acceptance Notification and Camera-Ready Deadline — SUB-ACL-2022-0047,Email
e381,13th January 2022,MAIL4V8XZUP2,ACL 2022 Acceptance – Next Steps and Preparation Timeline,Email
e382,15th January 2022,MAILGQZ48VLD,Re: ACL 2022 Acceptance – Next Steps and Preparation Timeline,Email
e383,16th January 2022,MAILAH8FSWP2,"Re: ACL 2022 Acceptance – Next Steps, Rehearsal, and Presentation Plan",Email
e384,17th January 2022,MAIL3G7BE6VP,"Re: ACL 2022 Acceptance – Next Steps, Rehearsal, and Presentation Plan",Email
e385,19th January 2022,MAILEP7ZUKR1,ACL 2022 Presentation Slot Update & Rehearsal Confirmation (18 July),Email
e386,19th January 2022,MAILEU72D3V1,Re: ACL 2022 Presentation Slot Update & Rehearsal Confirmation (18 July),Email
e387,20th January 2022,MAILV6YZJ359,Final Pre-Conference Checklist & Figure Legend Confirmation,Email
e388,21st January 2022,MAIL7S4KD9VT,Figure Legend Review & Q&A Preparation for ACL 2022 Presentation,Email
e389,22nd January 2022,MAILFP2H8UZS,Final Slide Deck Ready & Action Items for Rehearsal (18 July),Email
e390,23rd January 2022,MAIL9MD3K2SW,Re: Final Slide Deck Ready & Action Items for Rehearsal (18 July),Email
e391,24th January 2022,MAILFR1B2VQ8,Rehearsal Minutes & Final Checklist for ACL 2022 Presentation,Email
e392,24th January 2022,MAILE82NVM5K,Acknowledgment: Rehearsal Minutes & Next Steps,Email
e393,25th January 2022,MAILU3DH46ZY,Final Q&A Sheet Circulated & Readiness for ACL 2022,Email
e394,26th January 2022,MAILN8ZH72FS,Updated Slides with Final Citations Uploaded,Email
e395,27th January 2022,MAIL2QGF57AM,Final Review Confirmation & ACL Session Logistics,Email
e396,28th January 2022,MAIL7YR2QP1W,Technical Compatibility Check Complete & Final Zoom Backup Details,Email
e397,29th January 2022,MAILP57QXJKL,ACL 2022 Session: Final Confirmation & Pre-Presentation Checklist,Email
e398,29th January 2022,MAILES4BKP83,Re: ACL 2022 Session: Final Confirmation & Pre-Presentation Checklist,Email
e399,30th January 2022,MAILF95BM8TZ,Congratulations on a Successful ACL 2022 Presentation,Email
e400,31st January 2022,MAILJ39KDZ1F,Scheduling Post-ACL Debrief and Next Steps Meeting,Email
e401,1st February 2022,MAIL1X7BKDZ3,Re: Scheduling Post-ACL Debrief and Next Steps Meeting,Email
e402,1st February 2022,MAIL3F7NKLQ2,Re: Scheduling Post-ACL Debrief and Next Steps Meeting,Email
e403,2nd February 2022,MAILD2V87PQM,Finalizing Debrief Meeting Time and Agenda,Email
e404,2nd February 2022,MAIL7K29XBTL,Zoom Link and Final Details for 30 July Debrief Meeting,Email
e405,4th February 2022,MAILP4A8B9WJ,Minutes and Action Items from 30 July Debrief Meeting,Email
e406,6th February 2022,MAILE1R92QMB,Key References on OCR Post-Processing for Historical Texts,Email
e407,6th February 2022,MAILX8FAQ57P,Circulating Feedback Summary & Annotation Reproducibility Template,Email
e408,8th February 2022,MAIL4DZ7R2S9,Feedback Remarks from ACL Session Chair and Proposed Edits to Annotation Template,Email
e409,9th February 2022,MAIL51RZDKPV,Framing Corpus Transparency and Integration of Recent Feedback,Email
e410,11th February 2022,MAILAF90TKQP,Structuring Case Studies & Integrating Comparative Protocol Analysis,Email
e411,12th February 2022,MAILUTQ92YXM,Re: Case Study Examples and Protocol Comparison Drafts,Email
e412,14th February 2022,MAIL4T8N1QXR,Hindi/Urdu Case Studies and Midweek Check-in Availability,Email
e413,15th February 2022,MAILFT3W8XZ7,Meeting Confirmation and Circulating Workflow Draft,Email
e414,17th February 2022,MAILZ72Y1FHS,Agenda for Today’s Meeting & Pre-Read Reminders,Email
e415,18th February 2022,MAIL12X9MJ8L,Meeting Minutes: Case Studies and Workflow Integration (17th February 2020),Email
e416,19th February 2022,MAILU0SFZH39,Finalized Case Study Vignettes and Next Steps,Email
e417,21st February 2022,MAIL8DFLJ3ZW,Workflow Diagram and Supplementary Material Integration—Final Review and Queries,Email
e418,22nd February 2022,MAILE61N9ZJK,"Re: Workflow Diagram, Supplementary File Structure & Action Points",Email
e419,23rd February 2022,MAILN6M2JQVE,Supplementary Case Studies & Caption Template Confirmation,Email
e420,24th February 2022,MAIL2BQGJ71K,Supplementary Captions Template & Final Manuscript Circulation Plan,Email
e421,24th February 2022,MAIL3J7YGDQF,Integrated Draft Circulation and Cross-Review Coordination,Email
e422,24th February 2022,MAILQ74DSXP2,Re: Integrated Draft Circulation and Cross-Review Coordination,Email
e423,25th February 2022,MAILB72PJD4M,Ethics Compliance Update and Clearance for Submission,Email
e424,26th February 2022,MAIL24NSQZL8,Final Review Confirmation and Remaining Checklist Items before JOCCH Submission,Email
e425,27th February 2022,MAILE8V2RZQS,"Submission-Ready Package: Synchronized Files, Hyperlink Validation & Next Steps",Email
e426,28th February 2022,MAILQ58DZVL3,JOCCH Submission Completed – Submission ID Confirmation,Email
e427,4th March 2022,MAILRZ58GKPW,"Post-Submission: Next Steps, Data DOI Embargo, and Outreach Strategy",Email
e428,6th March 2022,MAILWF8Z23GJ,"Re: Post-Submission: Next Steps, Data DOI Embargo, and Outreach Strategy",Email
e429,9th March 2022,MAILKL98XWER,Outreach Materials Coordination and Dataset Embargo Status,Email
e430,11th March 2022,MAILPW4N2X7Q,Dataset Embargo Activation and Access Statement for Outreach,Email
e431,13th March 2022,MAILT47G2YKS,Meeting Minutes: Outreach Coordination and Embargo Compliance Status,Email
e432,17th March 2022,MAILAU81KTPX,Brief: Pre-Outreach Review and Next Internal Check-in,Email
e433,18th March 2022,MAIL9W7PZVQ3,Research-Focused Outreach Draft Ready for Review,Email
e434,19th March 2022,MAILE54MSZ19,General Audience Outreach Draft Uploaded & Next Steps,Email
e435,19th March 2022,MAILL28CX1FD,Feedback on Outreach Drafts and Embargo Language,Email
e436,20th March 2022,MAILQ52C8NML,Final Outreach Materials Review & Confirmation of Internal Call,Email
e437,22nd March 2022,MAILY5JK29XM,Outreach Drafts Finalized & Google Meet Link for 26 September Call,Email
e438,26th March 2022,MAIL4XM2QNTB,26 September Meeting Minutes – Outreach Release and Embargo Monitoring,Email
e439,30th March 2022,MAIL27NCXUVP,Status Update: JOCCH Editorial Correspondence & Next Steps,Email
e440,1st April 2022,MAIL1N8ZJ3KV,Re: Status Update and Availability for Mid-October Progress Call,Email
e441,3rd April 2022,MAILJD3X7P2L,Mid-October Progress Call – Availability and Oxford Press Office Readiness,Email
e442,4th April 2022,MAILM3WJ7S8D,Re: Mid-October Progress Call – Confirmation and IACS Press Coordination,Email
e443,6th April 2022,MAILW9J4S1QN,Re: Confirmation for Progress Call & Standby for JOCCH Editorial Update,Email
e444,6th April 2022,MAILH8N2S0VW,Google Meet Link and Agenda Confirmation for 16 October Progress Review,Email
e445,9th April 2022,MAILJK29BX4L,Embargo Log Snapshot & Final Preparation for 16 October Call,Email
e446,12th April 2022,MAILE0B2F6KD,Minutes and Action Points from 16 October Progress Review,Email
e447,12th April 2022,MAILP8K5M3Y2,Embargo Log Harmonization – Drafted Changes and Next Steps,Email
e448,13th April 2022,MAILG5QJ8S1W,Re: Embargo Log Harmonization – Review Feedback and Finalization Timeline,Email
e449,14th April 2022,MAILF4Y8S2MW,Harmonized Embargo Log – Oxford Compliance Note and Final Confirmation,Email
e450,16th April 2022,MAILJ5N8W2XF,Circulation: Draft Press Query Response Template and Finalized Embargo Log Audit Trail,Email
e451,18th April 2022,MAILR4X2K7VM,Response Template – Stanford Review & Suggestions for Proactive Case Inclusions,Email
e452,19th April 2022,MAILA8M5Y1ZT,Consolidated Feedback on Press Query Response Template & Next Steps for JCDL 2022 Scenario Integration,Email
e453,21st April 2022,MAILU9F7S6PM,IACS Review and Additions to Scenario Supplement – Press Query Protocol & Consortium Adoption,Email
e454,22nd April 2022,MAILZ2D8M1JP,Approval and Consortium Sign-off: Unified Press Query Response Template with Embedded Scenario Annex,Email
e455,23rd April 2022,MAILH3Q4R7PL,Final Endorsement – Unified Press Query Response Template & Consortium Onboarding,Email
e456,24th April 2022,MAILV7X6T2QD,Oxford Endorsement & Distribution Timeline – Unified Press Query Protocol,Email
e457,25th April 2022,MAILX3S2V5NB,IACS Onboarding Update & Early Feedback – Unified Press Query Protocol,Email
e458,27th April 2022,MAILE7U5K0TY,Coordinating Next Steps and FAQ Annex Proposal – Press Query Protocol and JCDL 2022,Email
e459,28th April 2022,MAILP2V9K7ZW,Availability for FAQ Annex Meeting & Stanford Media FAQ Resources,Email
e460,29th April 2022,MAILS6B5H8TJ,FAQ Template Contributions & Meeting Timing Confirmation,Email
e461,29th April 2022,MAILF8L2W5XQ,Finalizing Meeting Time & IACS FAQ Draft Contributions,Email
e462,1st May 2022,MAILD5T4Q9ER,Google Meet Link for FAQ Annex Working Session (15 November) and Review Timeline,Email
e463,2nd May 2022,MAILE3V7W2ZA,Google Meet Link for FAQ Annex Session & Access to Drafts,Email
e464,5th May 2022,MAILP3S8Q1DM,Margin Comments Completed & Final Suggestions for FAQ Annex Meeting,Email
e465,6th May 2022,MAILF4N1C2QB,Minutes: FAQ Annex Working Session (15 November) & Consolidation Actions,Email
e466,9th May 2022,MAILS2E7M8KL,US FERPA & Institutional Disclaimer Footnotes for FAQ Annex,Email
e467,11th May 2022,MAILQ7U3V5NJ,Circulation of Integrated FAQ Annex Draft & Request for Final Review,Email
e468,12th May 2022,MAILE7K9TU3B,Review Feedback on Integrated FAQ Annex Draft & Next Steps for Press Protocol Submission,Email
e469,12th May 2022,MAILF8P4R2CW,Re: Review Feedback on Integrated FAQ Annex Draft & Final Check-in Scheduling,Email
e470,13th May 2022,MAILX1D9E7ZP,Re: Review Feedback on Integrated FAQ Annex Draft & Check-in Availability,Email
e471,13th May 2022,MAILH3G7V2YD,Final Use-Case Insert for Metadata Protocol Section & Confirmation of Meeting Slot,Email
e472,14th May 2022,MAILE5W9Q4JT,Acknowledgement of Metadata Use-Case Insert & Pre-Check-in Items,Email
e473,15th May 2022,MAILL7F8J2QP,Final Check-in Agenda & Confirmation for JCDL 2022 FAQ Annex Submission,Email
e474,16th May 2022,MAILK4N2V7EF,Meeting Minutes & Action Summary: Final Check-in for JCDL 2022 FAQ Annex Submission,Email
e475,17th May 2022,MAILV9J8L2FM,Submission Confirmation: JCDL 2022 FAQ Annex & Supplementary Materials,Email
e476,18th May 2022,MAILQ9B3A7UT,Submission Acknowledgement: JCDL 2022 FAQ Annex – SUB-JCDL-2022-0432,Email
e477,20th July 2022,MAILS3K7U1XC,Decision Notification for JCDL 2022 Submission – SUB-JCDL-2022-0432,Email
e478,21st July 2022,MAILL8F6P2WR,JCDL 2022 Minor Revisions – Next Steps & Task Allocation,Email
e479,22nd July 2022,MAILA7U5J2LF,Draft of Non-English Press Stakeholder Engagement – Section 4 Annotation,Email
e480,23rd July 2022,MAILW8B7K3TE,Feedback on Section 4 Annotation & Update on Typo Revisions,Email
e481,25th July 2022,MAILJ2D8M6YZ,Consolidated Edits for Camera-Ready – Legal References & Final Annotation,Email
e482,27th July 2022,MAILP4V2H9MQ,Re: Consolidated Edits for Camera-Ready – Final Endorsement & Formatting Check,Email
e483,28th July 2022,MAILU5Q8D2VS,Camera-Ready Submission Confirmation & JCDL 2022 Final Steps,Email
e484,29th July 2022,MAILZ7B1L4NT,Camera-Ready File Uploaded – JCDL 2022 Submission Portal Confirmation,Email
e485,1st August 2022,MAILG3S9D4XB,JCDL 2022 Camera-Ready Final Approval – SUB-JCDL-2022-0432,Email
e486,2nd August 2022,MAILE8W5Z6QF,Planning Institutional Press Outreach for JCDL 2022,Email
e487,3rd August 2022,MAILV2N3Q8HU,IACS Press Office Guidance & Resources for Collaborative Outreach,Email
e488,4th August 2022,MAILX8C4S9DJ,Draft Press Release for JCDL 2022 – Initial Circulation & Collaborative Input,Email
e489,6th August 2022,MAILB1N5E3WT,Feedback on Press Release Draft & IACS Institutional Quote,Email
e490,7th August 2022,MAILT7H9K4ML,Stanford Quote & Suggestions for Final Press Release Draft (JCDL 2022),Email
e491,8th August 2022,MAILY3R5B7XZ,Finalized Press Release Draft – Ready for Institutional Submission,Email
e492,8th August 2022,MAILP4J2S6XC,IACS Press Office Submission Confirmation – Next Steps,Email
e493,9th August 2022,MAILN7D8V6QP,Stanford Press Office Submission Confirmation & Timelines,Email
e494,10th August 2022,MAILF9D7L2ST,Oxford Press Office Submission & Next Coordination Steps,Email
e495,11th August 2022,MAILR8Q4Z1VM,Coordinated Press Release – Awaiting Final Institutional Approvals,Email
e496,12th August 2022,MAILS3Y9M4QT,IACS Press Office Approval – Final All-Clear Pending Stanford & Oxford,Email
e497,13th August 2022,MAILL7P3V2SB,Stanford Press Office Approval – Final Synchronization,Email
e498,13th August 2022,MAILZ3K7Q1BW,Oxford Press Office Approval – Ready for Final Synchronization,Email
e499,14th August 2022,MAILP2N8H5TR,Re: Oxford Press Office Approval – Next Steps and Coordination Call,Email
e500,15th August 2022,MAILW1F6Z9EV,Coordination Call – Agenda and Zoom Link for Final Synchronization,Email
e501,17th August 2022,MAILU5B3Q2HN,Meeting Minutes: Final Synchronization Call for JCDL 2022 Press Release,Email
e502,18th August 2022,MAILH8L4Y7VB,Press Release – Unified All-Clear: JCDL 2022 Project Announcement,Email
