:ID,mergeConfidence,mergedFrom,taskDate,taskName,:LABEL
tk1394,,,,formatting consistency verification,Task
tk1395,,,,supplementary files check,Task
tk1397,,,2019-04-07,add brief comments in the FinalDraft_02Apr folder checklist,Task
tk1398,,,,finalizing the ScholarOne upload,Task
tk1399,,,,monitor for successful submission and any system correspondence,Task
tk1400,,,,,Task
tk1401,,,,,Task
tk1402,0.8142,['tk1407'],,provide two additional references to recent cross-domain historical corpora to contextualize dataset selection criteria (source two recent cross-domain historical corpora and draft citations),Task
tk1403,0.8386,['tk1409'],,clarify the “Boundary Error” definition in a footnote in Table 2 (suggest footnote definition for Boundary Error),Task
tk1405,0.8147,"['tk1132', 'tk1135']",2019-02-18,"submit a clean, camera-ready version of the manuscript and supplementary files, together with a brief summary of final clarifications (camera-ready package preparation)",Task
tk1406,,,2020-06-16,address minor clarifications before camera-ready deadline,Task
tk1408,,,,review and sign off on additions for completeness,Task
tk1410,0.8608,['tk1420'],,revise introductory markdown cell of the Jupyter notebook (Jupyter notebook’s introductory cell update),Task
tk1411,,,2020-05-28,circulate initial drafts of changes in shared folder,Task
tk1412,,,,entity linking,Task
tk1413,,,,extraction,Task
tk1414,0.7931,"['tk3802', 'tk3896', 'tk3976']",,tracking of lexical change within digitized archival corpora (semantic drift studies),Task
tk1415,,,,noisy text normalization,Task
tk1416,,,,historical entity mapping,Task
tk1417,,,,multilingual historical NLP benchmarks,Task
tk1418,,,,direct comparative evaluation in cross-domain settings,Task
tk1419,,,2019-06-01,integrated document review,Task
tk1421,,,,final proofread of the Methods and Results sections,Task
tk1422,,,,footnote placement for Table 2’s “Boundary Error” column,Task
tk1423,,,,merge additional corpus references,Task
tk1424,,,,cross-domain corpus references,Task
tk1425,,,,“Boundary Error” footnote draft,Task
tk1426,,,,implement references and footnote in the latest LaTeX master,Task
tk1427,,,,share a compiled PDF for all to review formatting and readability in context,Task
tk1428,,,,run one final cross-platform check (Adobe Reader vs. browser-based viewers),Task
tk1430,,,,upload a preview screenshot or a temporary HTML export of the supplementary notebook,Task
tk1431,,,,confirm integration of new references and footnote prior to submission on ScholarOne,Task
tk1432,,,,run language/grammar check throughout the manuscript,Task
tk1433,0.8008,"['tk5038', 'tk5050', 'tk5064', 'tk5071', 'tk650']",,"update supplementary materials (references, DOIs, README) to align with revised main text (list all supplementary files and verify appendix cross-links)",Task
tk1434,,,,prepare a brief point-by-point summary addressing the three residual reviewer requests for inclusion in the cover letter,Task
tk1435,0.8286,"['tk1453', 'tk1972', 'tk2008', 'tk2023', 'tk2060', 'tk2063', 'tk2171', 'tk2179', 'tk2191', 'tk2192', 'tk2204', 'tk2233', 'tk2234', 'tk2249', 'tk2833', 'tk2841', 'tk2851', 'tk2855', 'tk2857', 'tk311', 'tk3959', 'tk3986', 'tk3998', 'tk4007', 'tk4032', 'tk4051', 'tk4053', 'tk4059', 'tk4075', 'tk4082', 'tk4197', 'tk4202', 'tk4208', 'tk5059', 'tk5082', 'tk5116', 'tk5132', 'tk5150', 'tk5168', 'tk5195', 'tk520', 'tk585', 'tk5903', 'tk648', 'tk661', 'tk675', 'tk841', 'tk853', 'tk863', 'tk878', 'tk891', 'tk897', 'tk904']",,"compile the camera-ready LaTeX files and upload a zipped folder with all source files, PDFs, and metadata to the JCDL portal (last group review)",Task
tk1436,,,2025-06-10,document freeze,Task
tk1437,,,2025-06-12,Zoom sign-off meeting,Task
tk1438,,,,finalize the submission package ahead of the ScholarOne upload window,Task
tk1439,,,,implementing the corpus references and footnote updates,Task
tk1440,,,,cross-linking supplementary materials in both the main manuscript and the Jupyter notebook,Task
tk1441,,,,final camera-ready version preparation,Task
tk1442,,,,checking the in-text citation ordering in the consolidated references,Task
tk1443,,,,rephrasing the sentence beginning “Recent corpora such as GHPC…” in the cover letter summary,Task
tk1444,0.8338,"['tk296', 'tk563']",,consider this section final for inclusion in the camera-ready draft (planned final checks),Task
tk1445,,,,team sign-off at the Zoom meeting,Task
tk1447,,,,moving toward submission,Task
tk1448,,,2019-06-08,indicate availability for Zoom meeting,Task
tk1449,,,,"Rapid walkthrough of all final changes (PDF, notebook, cover letter)",Task
tk1451,,,,Consensus on file packaging and ScholarOne upload protocol,Task
tk1452,,,,Any last-minute concerns or minor revisions,Task
tk1454,,,,coordinating the logistics,Task
tk1456,,,,forward the final PDF and supplementary file versions prior to the meeting,Task
tk1457,,,,review the latest updates in advance,Task
tk1458,,,,"Brief review of all recent document changes (camera-ready PDF, notebook update, cover letter)",Task
tk1459,,,,Final cross-check using the internal checklist,Task
tk1460,,,,Confirmation of submission procedure on ScholarOne,Task
tk1462,,,,final ScholarOne submission of JOCCH camera-ready manuscript,Task
tk1463,,,2021-06-15,"upload finalized PDF, supplementary notebook and cover letter to ScholarOne",Task
tk1465,,,2021-06-14,send minor typographical corrections,Task
tk1467,0.8104,"['tk1464', 'tk1466']",,confirm authorship and conflict of interest declarations via ScholarOne (sign off authorship and conflict of interest declarations),Task
tk1468,,,2021-07-11,return corrections or formal approval of the galley proofs,Task
tk1469,,,2021-07-11,compile the final list of corrections to send to the editorial office,Task
tk1470,,,2019-07-11,final deadline,Task
tk1471,,,2019-03-10,notify additional minor typographical corrections or accessibility suggestions,Task
tk1472,,,,compile the marked PDF and draft covering note to submit ahead of the camera-ready deadline,Task
tk1473,,,,email consolidated response to the editorial office,Task
tk1474,,,,communicate corrections to JOCCH Production,Task
tk1475,,,,send the consolidated list and marked PDF to the JOCCH editorial office,Task
tk1476,,,,co-sign the covering note,Task
tk1477,,,,provide a brief technical note on the accessibility changes,Task
tk1478,,,,"update ORCID, institutional webpages, and departmental repositories",Task
tk1479,,,,prepare a short summary for departmental news bulletins and public-facing platforms,Task
tk1480,,,,"coordinate social media posts tagging ACM, JOCCH, and institutions",Task
tk1481,0.8872,['tk3130'],,coordinate feature on IACS/Stanford/Oxford news sites or newsletters (synchronization of press releases between the Oxford and IACS teams),Task
tk1482,,,,apply HistocrNLP to regional corpora,Task
tk1484,0.7638,['tk1494'],,social media announcement posts (Social media dissemination),Task
tk1485,,,,Reaching out to IACS media or preparing promotional materials,Task
tk1486,0.8646,['tk1495'],2019-09-01,coordinate with IACS events team regarding support for the September webinar (late September webinar) (late-September webinar),Task
tk1487,0.7976,"['tk1496', 'tk1525']",,Meet on Zoom to plan the webinar in greater detail (Zoom planning session for webinar),Task
tk1488,,,,outreach summary and coordination for social dissemination,Task
tk1490,,,,regional corpus analysis,Task
tk1491,,,,language preservation,Task
tk1493,,,,Q&A or a blog post timed with the publication,Task
tk1497,,,,draft the summary in a shared Google Doc,Task
tk1498,,,,preparation of slides or demonstration snippets for the IACS media team/webinar,Task
tk1500,,,,assist with writing and outreach at Stanford,Task
tk1501,,,,contact the IACS media relations office for departmental website feature and wider publicity,Task
tk1502,,,,share summary draft and finalize core highlights,Task
tk1503,,,,ensure content alignment with IACS guidelines and circulate requests for approvals,Task
tk1504,,,2019-09-22,post-launch webinar,Task
tk1505,,,,reach out to IACS event support for a webinar slot and registration setup,Task
tk1506,,,,create shared Google Doc for drafting the outreach summary and slide deck,Task
tk1507,,,,each add 1–2 sentences reflecting institutional perspective or unique insights,Task
tk1508,,,,Zoom planning meeting to define webinar format and division of topics,Task
tk1509,,,,prepare initial draft of the lay summary for the article,Task
tk1510,,,,collaborative editing of lay summary,Task
tk1511,,,2023-08-08,complete edits and institutional highlights,Task
tk1512,,,,finalize content for the IACS media office,Task
tk1513,,,,coordinate with Oxford and Stanford communications teams,Task
tk1515,,,2023-08-09,Zoom meeting for webinar planning,Task
tk1516,,,,,Task
tk1517,,,,draft a brief meeting agenda,Task
tk1518,,,,liaise with IACS on event logistics,Task
tk1520,,,,coordinate with Oxford's events and media team for cross-promotion,Task
tk1522,,,,collaborative input timeline,Task
tk1523,,,2023-08-08,adding a brief section on the significance of the pipeline for South Asian historical language corpora,Task
tk1524,,,,framing reproducibility efforts and broader relevance to ongoing digitization projects,Task
tk1526,0.8166,"['tk1594', 'tk2602', 'tk2625']",,reconfirm that IACS communications has latest Q&A briefing,Task
tk1527,,,,share outreach email template and agenda draft ahead of meeting,Task
tk1528,,,,"finalize responsibilities for the event, registration, and promotion",Task
tk1529,,,,public launch of HistocrNLP work,Task
tk1530,,,,outreach and webinar plans,Task
tk1532,,,,section on the South Asian corpora,Task
tk1533,,,,add a paragraph on Stanford’s ongoing digitization partnerships,Task
tk1534,0.7615,['tk818'],,share sentences about the importance of FAIR data principles (FAIR data management),Task
tk1535,0.8469,['tk1542'],2025-08-08,finalize edits in the shared Google Doc (edits on the Google Doc),Task
tk1536,0.8335,['tk1595'],,logistical fronts for webinar (webinar logistics),Task
tk1537,,,,content review for webinar,Task
tk1538,,,,presenting the live demo during the webinar session,Task
tk1540,,,,draft agenda ahead of the meeting,Task
tk1543,,,,integrate requested modifications for the IACS media release and coordinate approvals with communications team,Task
tk1544,0.8371,"['tk1519', 'tk1539']",2025-08-08,share outreach email template and proposed agenda,Task
tk1545,,,,send the Zoom invitation and circulate outreach materials,Task
tk1547,0.8083,['tk2078'],,"oral session ""NLP for Historical Data and Digital Heritage""",Task
tk1548,,,,historical linguistics,Task
tk1549,,,,data-driven humanities,Task
tk1550,0.7847,"['tk3031', 'tk4239', 'tk4301', 'tk4627', 'tk6151', 'tk6154']",,set up the Zoom link for the meeting and circulate it along with a calendar invite (circulate the Zoom link),Task
tk1552,,,,finalizing the outreach summary and preparing the supporting materials,Task
tk1553,,,,HistocrNLP outreach activities,Task
tk1554,,,,upcoming late-September webinar,Task
tk1555,,,,Review and sign-off on public summary & communications,Task
tk1557,,,,Confirming registration processes and cross-institutional promotion plan,Task
tk1558,,,,Scheduling and milestones in alignment with the publication’s online release,Task
tk1559,,,,confirm your attendance,Task
tk1560,,,,add any discussion points or require additional documents for the session,Task
tk1561,,,,circulate the minutes and a consolidated task list,Task
tk1562,,,2019-08-14,finalize and submit the summary to IACS media,Task
tk1563,,,,coordinate submission to Oxford and Stanford communications,Task
tk1564,0.8362,['tk1626'],,public webinar for the HistocrNLP project (webinar planning),Task
tk1565,,,,10-min introduction,Task
tk1566,,,,20-min technical demo,Task
tk1567,,,,15-min applications/case studies,Task
tk1568,,,,live Q&A,Task
tk1569,,,,open discussion,Task
tk1570,,,,request IACS event support and registration setup,Task
tk1571,,,2019-08-20,prepare the draft slide deck framework,Task
tk1572,,,,review institutional mailing lists and possible partner organizations for webinar invitations,Task
tk1573,,,,lead on professional societies outreach,Task
tk1574,,,,share IACS registration portal link for feedback,Task
tk1575,,,2019-09-05,next check-in via email,Task
tk1576,0.7998,['tk1585'],,submission of finalized lay summary and outreach materials to the IACS Media and Communications Office (submission of the lay summary and outreach materials to the IACS Media Office),Task
tk1577,,,,review by IACS Media and Communications Office for alignment with institutional requirements,Task
tk1578,,,,notify media office of DOI and publication date,Task
tk1579,,,,share draft press outreach template and tailored IACS highlights with media office,Task
tk1582,,,,include additional messaging from IACS leadership in the official announcement,Task
tk1583,,,,communicate special requirements or compliance guidelines from Oxford and Stanford to IACS media team,Task
tk1584,,,,provide documents from IACS to collaborators for their respective media offices,Task
tk1586,,,,review of press releases by the University of Oxford central Media Relations office,Task
tk1587,,,,,Task
tk1588,,,,sharing the lay summary draft and media template with the Oxford office for preliminary review,Task
tk1589,,,,trigger the approval workflow once DOI and publication timeline are available,Task
tk1590,,,,clarify the equivalent media and communications process at Stanford and share required legal or open access statements,Task
tk1592,,,,coordinating with the Oxford IT support to ensure streaming compatibility for parallel live feeds,Task
tk1593,,,,Oxford’s media release workflow,Task
tk1596,,,,Stanford’s media release review,Task
tk1597,,,,review of press statements referencing Stanford-affiliated researchers or institutional partnerships,Task
tk1598,,,,include Stanford’s preferred department naming conventions in materials,Task
tk1599,,,,include disclosure regarding the open-access nature of work in materials,Task
tk1600,,,,include explicit mention of digital preservation and reproducibility priorities in materials,Task
tk1601,,,,adapt or request edits to OA statement and digital stewardship language,Task
tk1602,,,,send finalized release materials after DOI and official online publication date are confirmed,Task
tk1603,,,,initiate OUC’s internal review of release materials,Task
tk1604,,,,provide compliance forms or data management assurances from Stanford side for the IACS or webinar setups,Task
tk1605,,,2019-08-20,share draft slide deck framework,Task
tk1606,,,,Sunita’s introduction for webinar,Task
tk1607,,,,Ramesh and Ananya’s case studies for webinar,Task
tk1608,,,,comment directly on the slides or suggest additional sections,Task
tk1609,,,2025-08-25,add portions for the applications/case studies section,Task
tk1610,,,,finalize introduction narrative,Task
tk1611,,,2025-08-28,prepare registration portal and webinar technical infrastructure,Task
tk1612,,,,coordinate with Oxford’s IT,Task
tk1613,,,,short walkthrough to ensure smooth cross-institutional streaming,Task
tk1615,,,2025-09-01,brief trial run (technical and content rehearsal),Task
tk1616,,,,modifications in the slide deck or outreach materials,Task
tk1617,,,2019-09-01,technical and content rehearsal,Task
tk1618,,,,registration/streaming logistics and press release alignment,Task
tk1619,,,,comparative NLP analysis from the South Asian corpus segment,Task
tk1620,,,,OCR post-processing in low-resource historical datasets,Task
tk1621,,,,named entity recognition in low-resource historical datasets,Task
tk1622,,,,complementary European corpus applications,Task
tk1623,,,2025-08-28,sharing specific slides or datasets,Task
tk1624,,,,testing the registration portal and rehearsal streaming walk-through,Task
tk1625,,,,perform a full-system dry run,Task
tk1627,,,,extraction and normalisation of historical place names across multi-language corpora,Task
tk1628,,,2025-08-28,upload the relevant slides and a sample annotation schema to the shared drive,Task
tk1629,,,,update the registration portal,Task
tk1630,,,,distribute the link to Oxford’s digital humanities network and associated European partners,Task
tk1631,,,,reach out to Oxford’s comms team to ensure their preparation for joint institutional promotion,Task
tk1632,,,2019-09-02,Slide deck walkthrough and final content uploads,Task
tk1633,,,,"Verification of streaming/recording settings (Zoom & YouTube), coordinated with IT support at both IACS and Oxford",Task
tk1634,,,,Sound/video checks for all panelists,Task
tk1635,,,,Registration/attendance dashboard walkthrough,Task
tk1636,,,,Troubleshooting contingency plan for live technical issues,Task
tk1637,,,2019-08-28,upload slides,Task
tk1638,,,,issue the media release date proposal,Task
tk1639,,,,registration on the registration portal,Task
tk1640,,,,activate the public-facing version of the registration portal,Task
tk1642,,,,review the new demo visualization and ensure the annotation legend is accessible,Task
tk1643,,,2025-09-02,final pass on narrative/slide transitions,Task
tk1644,,,,align on the structure and cross-reference South Asian and European datasets,Task
tk1645,,,,include explicit pointers to GitHub code repository and dataset documentation at the end of the case study segment,Task
tk1646,,,,add a checklist item for backup local recording on each speaker’s laptop,Task
tk1647,,,,discuss contingency plan live during rehearsal,Task
tk1648,,,2025-09-05,full trial run for the webinar,Task
tk1649,,,,rehearse the speaker handover,Task
tk1651,,,,conclude rehearsal with a short roundtable to identify final tweaks or contingency needs,Task
tk1652,0.8152,['tk1661'],,circulate a summary and any action points after the rehearsal (compile and circulate minutes from rehearsal),Task
tk1653,,,,,Task
tk1654,,,,,Task
tk1655,,,,,Task
tk1656,,,,,Task
tk1657,0.7835,['tk1650'],2019-09-07,confirm institutional disclaimers or mandatory statements about recorded content (send institution-specific webinar disclaimers/statements),Task
tk1658,0.8035,['tk1670'],,finalize the public registration link and coordinate dissemination (distribute finalized registration/public event link),Task
tk1659,,,2019-09-08,circulate a draft press release for cross-institutional review,Task
tk1660,,,2019-09-10,review the shared “final slides” folder for last tweaks,Task
tk1662,,,,outline remaining action items,Task
tk1663,,,,review and integrate institutional webinar disclaimer into introductory remarks,Task
tk1664,0.8348,"['tk1450', 'tk1673']",2025-09-10,Confirmation of technical checklist completion,Task
tk1665,,,,alert the Oxford digital humanities communications team to align media outreach,Task
tk1666,0.8757,['tk1669'],,draft press release matching ACM JOCCH metadata (press release drafting),Task
tk1667,,,,demo pipeline for sequence labeling,Task
tk1668,,,,interoperability section adjustments,Task
tk1671,,,,coordinate North American rollout with Stanford’s communications,Task
tk1672,0.7733,['tk1678'],,"join the Zoom webinar room 30 minutes ahead of schedule to confirm A/V, screen sharing, and backup recording (join 30 minutes ahead for A/V and screen share tests)",Task
tk1674,,,,updates to presentation content and logistics,Task
tk1675,,,,"dissemination of webinar registration link across IACS, Oxford, and Stanford channels",Task
tk1676,,,,communication with the Oxford comms office for their campaign launch,Task
tk1677,,,,announcement on Stanford event aggregator,Task
tk1679,,,,IT support standby to assist with backup streaming/recording settings and troubleshooting,Task
tk1680,,,,opening statement incorporating Oxford-Stanford disclaimer regarding recording and content usage,Task
tk1681,,,,coordinate revised speaker list for institutional guests or media personnel opening remarks,Task
tk1682,,,,"delivering a highly successful webinar, ""NLP Methods for Historical Data: Global Challenges, Local Contexts.""",Task
tk1683,,,,"compilation of a structured knowledge base covering the methodologies, datasets, and code frameworks showcased in the webinar",Task
tk1684,0.8418,"['tk1688', 'tk1695']",,manage the organization of this knowledge base on our shared platform (coordination of knowledge base initiative),Task
tk1685,,,,enhance the technical documentation on annotation and visualization tools,Task
tk1686,,,,provide guidelines on GDPR and data sharing,Task
tk1687,,,,,Task
tk1689,,,,Core Code Repositories & Data Processing Scripts,Task
tk1690,,,,"provide summaries of regional datasets, annotation schemas, and licensing details",Task
tk1691,,,,curate main queries from the event and subsequent correspondence,Task
tk1692,,,2025-10-02,"gather component materials, draft summaries, and associated documentation",Task
tk1693,,,,create a structured folder tree on the shared drive,Task
tk1694,,,,consider a public GitHub Organization with private repo for internal drafts,Task
tk1696,,,,,Task
tk1697,,,,draft template consent statements,Task
tk1698,,,2025-10-02,assemble component materials,Task
tk1699,,,,,Task
tk1700,,,,review the technical notebooks before upload,Task
tk1701,,,,confirm the meeting time,Task
tk1702,,,,,Task
tk1703,,,,prepare annotated summaries on South Asian corpus construction,Task
tk1704,,,,prepare technical documentation for annotation and visualization pipeline,Task
tk1705,,,,prepare setup instructions and versioned dependencies,Task
tk1706,,,,prepare sample Jupyter notebooks for the core sequence labeling workflow,Task
tk1707,,,,prepare guidelines for contributing additional models/annotation scripts,Task
tk1708,,,,prepare code-of-conduct and licensing statements,Task
tk1709,,,,prepare first drafts of the notebooks and a provisional README,Task
tk1710,,,,cross-check notebooks and README for usability and clarity,Task
tk1711,,,,confirm the preferred time slot for the sync meeting,Task
tk1712,,,,block calendar and circulate a Google Doc for live note-taking and action tracking,Task
tk1713,,,,review Jupyter notebook drafts,Task
tk1714,0.9029,['tk1722'],,prepare GDPR and licensing primer,Task
tk1715,,,,compile summaries and documentation for key South Asian corpora and annotation schemas,Task
tk1716,,,2019-09-27,upload drafts to the shared folder,Task
tk1717,,,2019-10-02,2 October milestone,Task
tk1718,,,,assistance with folder structure or permissions on the shared drive or GitHub Organization setup,Task
tk1719,,,,"documentation for primary dataset characteristics (size, temporal scope, digitization protocols)",Task
tk1720,,,,detailed annotation guidelines including schema hierarchies and license restrictions,Task
tk1721,,,,technical note preparations and action tracking document,Task
tk1723,,,,setting up the new structured folder on IACS-drive,Task
tk1724,,,,initiate a GitHub Organization (‘histocrnlp-collab’) for source control and external transparency,Task
tk1726,0.7809,['tk4221'],,draft a ~90 second introductory statement reflecting unique contributions and institutional perspectives (prepare a brief (2-minute) overview of contributions and planned uploads),Task
tk1727,,,,discuss particular technical or organizational challenges in advance,Task
tk1728,,,,content vetting process,Task
tk1729,,,,technical barriers for public release,Task
tk1730,,,,desired templates for dataset summaries,Task
tk1731,,,,data compilation,Task
tk1732,,,,toolchain documentation,Task
tk1733,,,,agreement on public vs. internal repository structure within new GitHub Organization,Task
tk1734,,,,review of folder access and permission issues on IACS-drive and GitHub,Task
tk1735,,,2019-09-27,dataset & code documentation uploads,Task
tk1736,,,,GDPR/licensing notes,Task
tk1737,,,2019-10-02,pre-vetting,Task
tk1738,,,,"technical standards (metadata formats, Jupyter/Python package versions)",Task
tk1739,,,,actionable next steps for each member,Task
tk1740,,,,share links to in-progress drafts before the call,Task
tk1741,,,,reproducibility standards,Task
tk1742,0.7971,['tk1771'],,prepare IACS dataset citation guidelines and annotation schema (data licensing and citation),Task
tk1743,,,,annotation toolchain setup,Task
tk1744,,,,upload a draft of the technical setup instructions,Task
tk1745,,,,upload a sample notebook,Task
tk1746,,,,walkthrough of current technical documentation progress,Task
tk1747,,,,finalizing roadmap for a robust and open knowledge base,Task
tk1749,,,,prepare a sample Dockerfile and coordinate notebook structure,Task
tk1751,,,2019-09-25,supply standardized dataset citation templates for IACS-affiliated corpora,Task
tk1752,,,2019-09-27,"upload all major documents, annotated notebooks, and dataset summaries for team review",Task
tk1753,,,2019-09-25,"upload technical setup guide, sample notebook, and initial Dockerfile",Task
tk1754,,,2019-09-26,share GDPR overview and consent templates,Task
tk1755,,,2019-09-25,circulate IACS dataset citation guidelines and annotation schema template,Task
tk1756,,,,"integrate all uploads, coordinate pending access or permissions, and assemble a preliminary FAQ",Task
tk1757,0.8234,"['tk1766', 'tk1786']",2019-09-28,review checkpoint via email to consolidate feedback ahead of the 2 October content freeze (feedback consolidation),Task
tk1758,0.8397,['tk1768'],2025-09-26,assembling the preliminary FAQ (assemble the initial FAQ),Task
tk1759,,,2025-09-26,add suggestions to the FAQ,Task
tk1760,,,,serve as point-of-contact for access or permissions requests,Task
tk1761,,,,coordinate the collation of submitted materials,Task
tk1762,,,,prepare technical setup guide and Dockerfile,Task
tk1764,,,,integrate IACS dataset citation and annotation schema templates,Task
tk1765,,,2025-09-27,have all core components ready for review,Task
tk1767,,,,assigned deliverables for the knowledge base project,Task
tk1769,,,,upload the first draft of the technical setup instructions to the internal/private repository on GitHub,Task
tk1770,,,,,Task
tk1773,,,2025-09-27,coordinate resolutions for permissions issues before the content freeze,Task
tk1774,,,,integrate references within the setup guide and sample README templates,Task
tk1775,,,,review GDPR primer and consent materials,Task
tk1776,,,,incorporate pointers to GDPR and consent materials within the draft FAQ,Task
tk1777,,,,provide suggestions for legal footnotes or references for technical documentation and knowledge base README,Task
tk1778,,,2025-09-27,finalize GDPR and consent-related sections,Task
tk1779,,,,sequence labeling,Task
tk1780,,,,incorporate the core citation example into the FAQ and the main knowledge base README,Task
tk1781,,,,finalizing the technical documentation and walkthroughs for public release,Task
tk1782,,,,provide additional context from Oxford’s guidelines for multi-institutional dataset attribution,Task
tk1783,,,2025-09-27,complete final checks,Task
tk1784,,,2025-09-28,consolidate the full knowledge base package and execute a thorough internal review,Task
tk1785,,,,internal review milestone,Task
tk1787,,,,"compiling and reviewing the documentation, technical materials, and compliance components for the historical NLP knowledge base",Task
tk1788,,,,"Final review of docs/faq/, docs/legal/, and docs/compliance/",Task
tk1789,,,,confirm that technical and legal references flow logically across the README and the annotated setup instructions,Task
tk1790,,,,indicate final compliance notes or adjustments needed for dataset attribution in the schema documentation,Task
tk1791,,,2019-09-29,prepare a public draft of the knowledge base for release on the histocrnlp-collab organization,Task
tk1792,,,,collective consideration of initial publication targets (conference vs. journal),Task
tk1793,,,,public release,Task
tk1794,,,,final sync of the GitHub “histocrnlp-collab” repository,Task
tk1795,,,,issue a public announcement,Task
tk1796,,,,final export,Task
tk1797,,,,recheck any system dependencies prior to release,Task
tk1798,,,,begin the discussion around primary publication target,Task
tk1799,,,,draft a features matrix contrasting the two venues’ requirements and timelines,Task
tk1800,,,,preparing this comparison,Task
tk1801,0.8025,['tk1829'],,prepare a features matrix comparing JOCCH and ACL 2022 as potential submission venues (Review of the submission venue matrix (ACL 2022 Resource Track vs. JOCCH)),Task
tk1802,,,,,Task
tk1803,,,,,Task
tk1804,,,,selection of submission venue,Task
tk1805,,,,PhD progression reviews,Task
tk1806,,,,conference presentation,Task
tk1807,,,,resource paper at ACL,Task
tk1809,,,,meeting scheduling,Task
tk1810,0.8307,['tk1821'],,share a draft of the matrix a day prior,Task
tk1811,,,,digital humanities publication trends,Task
tk1812,,,,preparing the matrix,Task
tk1813,,,,outline for the comparative headings,Task
tk1814,,,,evaluating fit,Task
tk1817,,,,contribute to the features matrix,Task
tk1819,,,,extracting concrete timeline details for each venue,Task
tk1820,,,2022-10-03,meeting,Task
tk1822,,,,prepare targeted questions or institutional notes,Task
tk1823,,,,multi-stage publication strategies in the digital humanities,Task
tk1824,,,,,Task
tk1825,,,,,Task
tk1826,,,,circulate the draft matrix and relevant links,Task
tk1827,0.8082,"['tk3846', 'tk4607']",,"reviewing the shared document and flagging items needing collective attention, particularly unresolved referencing or funding eligibility questions (review draft outline and add in-line feedback or comments)",Task
tk1828,,,,reviewing the comparative draft,Task
tk1830,,,,Institutional and career priority mapping (PhD and faculty considerations),Task
tk1831,,,,Data/code transparency strategy alignment,Task
tk1832,,,,"Open discussion of staged submission methodologies, drawing on digital humanities precedents from Oxford and Stanford",Task
tk1834,,,,prepare the submission features matrix,Task
tk1835,,,,circulate the draft matrix and resources,Task
tk1836,,,,add Oxford-specific insights on iterative and dual-track publication strategies in the comments section,Task
tk1837,,,2019-05-22,Submission Venue Matrix Review,Task
tk1838,0.8255,"['tk1844', 'tk1936', 'tk1950', 'tk1958', 'tk1963', 'tk1966', 'tk2151', 'tk2160', 'tk2311', 'tk2324', 'tk298', 'tk319', 'tk4921', 'tk4922', 'tk5029']",2019-11-22,prepare the final upload in accordance with the ACL submission portal guidelines,Task
tk1839,,,2019-10-06,initiate the manuscript structure (per ACL template) and set up Overleaf,Task
tk1840,0.8498,"['tk1818', 'tk1849', 'tk1856', 'tk1859', 'tk1862', 'tk1867', 'tk1877', 'tk1885']",2019-10-08,cross-referencing Oxford/UKRI compliance excerpts with draft data/code transparency statement,Task
tk1841,0.8014,['tk1854'],,collate Oxford/UK examples of dual-track publications and best practices for staged dissemination (Oxford/UK dual-publishing practices summary),Task
tk1842,0.796,['tk4204'],,verify institutional co-authorship and funding acknowledgment requirements (reconfirm the details on affiliations and funding acknowledgments),Task
tk1843,,,2019-10-10,check-in meeting,Task
tk1845,,,,journal expansion,Task
tk1846,,,,open data and code archiving,Task
tk1847,,,,co-authorship or funding disclosure forms,Task
tk1848,,,,initiating the Overleaf template,Task
tk1850,,,,summarize UK/European dual-publishing experiences,Task
tk1851,,,2022-10-10,10 October check-in,Task
tk1852,,,,developing the Introduction section,Task
tk1853,,,,developing the Evaluation Method section,Task
tk1855,,,,IACS library support for repository options,Task
tk1857,,,,drafting an overview of Oxford and UK digital humanities experiences with staged submissions and dual-publishing strategies,Task
tk1858,,,2025-10-09,upload summary,Task
tk1860,,,,coordinated planning for open data archiving requirements for ACL and the journal expansion route,Task
tk1861,,,,"establishing an Overleaf comments thread dedicated to action items, manuscript versioning, and deadlines",Task
tk1863,,,,comparison with Oxford’s and UKRI’s transparency templates,Task
tk1864,,,,harmonizing the language with the manuscript’s impact narrative and technical documentation,Task
tk1865,,,,review of repository access and embargo sections for compatibility with IACS policies and library processes,Task
tk1866,,,2019-10-01,anticipated internal review,Task
tk1868,,,,annotating relevant Overleaf sections,Task
tk1869,,,,IACS/Zenodo repository planning,Task
tk1870,,,,planned release strategy leveraging dual repositories,Task
tk1871,,,,standard application via the IACS research office for embargo and restricted access,Task
tk1872,,,,appending a short procedural summary as supplemental note or supplementary compliance documentation,Task
tk1873,,,,harmonizing the transparency narrative with main impact and ethical considerations sections,Task
tk1874,,,,synchronize on final wording as the artifact documentation progresses,Task
tk1875,,,,circulate the Oxford/UKRI template excerpts,Task
tk1876,,,,benchmarking global compliance and anticipating reviewer expectations from JOCCH and similar venues,Task
tk1878,,,,"integration of compliance, licensing, and ethics topics",Task
tk1879,0.8005,['tk1884'],,upload Oxford/UKRI template excerpts or key compliance points (upload of Oxford/UKRI compliance materials),Task
tk1880,,,,reviewing dual-publishing practices summary,Task
tk1881,,,,incorporated initial edits in the Introduction and Evaluation sections,Task
tk1882,,,,reviewing Introduction and Evaluation sections,Task
tk1883,,,2019-10-01,full manuscript draft,Task
tk1886,,,,review of edits in the Introduction and Evaluation sections,Task
tk1887,,,,,Task
tk1888,0.8064,"['tk1905', 'tk1912']",,finalizing the evaluation metrics narrative,Task
tk1889,,,,clarifying author order and funding statement wording,Task
